date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,17903973.00000000,77542107.06300000
2026-08-26,18133974.00000000,77413935.00600000
2026-08-27,18174257.00000000,79603245.66000000
2026-08-28,18427410.00000000,86313988.44000000
2026-08-29,17314891.00000000,76791541.58500000
2026-08-30,17512664.00000000,81941754.85600000
2026-08-31,21580344.00000000,110653568.20924848
2026-09-01,21359523.00000000,111646226.72100000
2026-09-02,22826587.00000000,133438454.52988183
2026-09-03,23691925.00000000,138621453.17500000
2026-09-04,23196941.00000000,146668574.46048558
2026-09-05,22205144.00000000,137249995.06400000
2026-09-06,23413131.00000000,165045678.86880170
2026-09-07,23479194.00000000,171233761.84200000
2026-09-08,22899064.00000000,156976656.20297465
2026-09-09,22323201.00000000,150636960.34800000
2026-09-10,22099899.00000000,136024878.34500000
2026-09-11,21651719.00000000,128719469.45500000
2026-09-12,20718249.00000000,124454521.74300000
2026-09-13,21167997.00000000,134818972.89300000
2026-09-14,20852293.00000000,127639574.35618235
2026-09-15,20810712.00000000,135896634.35806224
2026-09-16,21898536.00000000,139278257.54542655
2026-09-17,22047752.00000000,147874272.66400000
2026-09-18,22557653.00000000,175779278.00118703
2026-09-19,23546808.00000000,208836640.15200000
2026-09-20,24614244.00000000,213463205.05191264
2026-09-21,23642151.00000000,206325051.77700000
2026-09-22,24759465.00000000,222513311.95500000
2026-09-23,30455365.00000000,311425290.95941350
2026-09-24,26484227.00000000,244661289.02600000
2026-09-25,26674955.00000000,243983939.82903040
2026-09-26,28196946.00000000,271486631.19501615
