date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,989807879.00000000,2714053.20421800
2026-08-26,1002820481.00000000,2696855.03493887
2026-08-27,966394264.00000000,2649853.07188800
2026-08-28,927676920.00000000,2494059.39942000
2026-08-29,874395657.00000000,2269056.72991500
2026-08-30,873745048.00000000,2222807.40211200
2026-08-31,856013350.00000000,2157153.64200000
2026-09-01,794069230.00000000,2054646.19193270
2026-09-02,748915955.00000000,1993606.78305045
2026-09-03,741036503.00000000,1956380.83011018
2026-09-04,769035929.00000000,2114079.76882100
2026-09-05,796901321.00000000,2191478.63275000
2026-09-06,805659554.00000000,2282433.51648200
2026-09-07,858640882.00000000,2509807.29808600
2026-09-08,829271703.00000000,2402433.29445912
2026-09-09,1033617872.00000000,3152162.40716608
2026-09-10,878296412.00000000,2436394.24688800
2026-09-11,854223279.00000000,2228668.53491100
2026-09-12,864766372.00000000,2322442.51163436
2026-09-13,856860551.00000000,2328946.97761800
2026-09-14,1004839389.00000000,2972445.54178257
2026-09-15,1005894012.00000000,2949281.24318400
2026-09-16,1053073368.00000000,2910073.47586488
2026-09-17,1231210301.00000000,3568047.45229800
2026-09-18,1164177040.00000000,3373785.06192000
2026-09-19,1055543141.00000000,3272183.73710000
2026-09-20,1258945722.00000000,4493139.51344634
2026-09-21,1403688031.00000000,4881816.41861335
2026-09-22,1228280339.00000000,4448561.16618342
2026-09-23,1218106547.00000000,4720162.86962500
2026-09-24,1177437869.00000000,4244310.28638430
2026-09-25,1128019851.00000000,4208642.06408100
