date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,34036492.00000000,2558863.46856000
2026-08-26,34525624.00000000,2472901.61681864
2026-08-27,34676267.00000000,2572993.22866947
2026-08-28,35307375.00000000,2600741.24250000
2026-08-29,36037772.00000000,2473430.85855680
2026-08-30,38794048.00000000,2580580.07296000
2026-08-31,38450986.00000000,2477433.17190684
2026-09-01,37959174.00000000,2564521.79544000
2026-09-02,36815101.00000000,2471765.88114000
2026-09-03,37012118.00000000,2460859.11073574
2026-09-04,39060126.00000000,2823826.81068936
2026-09-05,39501360.00000000,3048828.72871680
2026-09-06,40565740.00000000,3184816.24740000
2026-09-07,43039143.00000000,3454662.48719256
2026-09-08,39561008.00000000,3151401.41335424
2026-09-09,36311036.00000000,2815920.84180000
2026-09-10,35368811.00000000,2559923.80255800
2026-09-11,35351198.00000000,2439232.66200000
2026-09-12,37214904.00000000,2608020.47232000
2026-09-13,36806141.00000000,2594210.91671710
2026-09-14,35836574.00000000,2543584.33886742
2026-09-15,35488531.00000000,2552180.41952484
2026-09-16,35104542.00000000,2343228.17850000
2026-09-17,36560046.00000000,2490539.43200694
2026-09-18,36659428.00000000,2611107.71807652
2026-09-19,35850581.00000000,2756632.55390887
2026-09-20,36244462.00000000,2749600.57269968
2026-09-21,35875840.00000000,2763874.71360000
2026-09-22,36566531.00000000,3189212.52993301
2026-09-23,35941715.00000000,3284221.65118880
2026-09-24,34387467.00000000,2965756.71990576
