date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,37828549.00000000,2831845.17814000
2026-08-26,39034986.00000000,2875126.18767846
2026-08-27,38361159.00000000,2863929.04746300
2026-08-28,39474744.00000000,2983501.15152000
2026-08-29,39464771.00000000,2940125.43950000
2026-08-30,37646623.00000000,2772297.31772000
2026-08-31,38004514.00000000,2742877.74630388
2026-09-01,40082526.00000000,2870926.15610988
2026-09-02,38977933.00000000,2847874.73178741
2026-09-03,39337450.00000000,2889528.84937950
2026-09-04,38523183.00000000,2953187.20878000
2026-09-05,39006949.00000000,2867400.82099000
2026-09-06,39555556.00000000,2980511.14460000
2026-09-07,41254783.00000000,3164241.85610000
2026-09-08,40838598.00000000,3064120.00794000
2026-09-09,40246358.00000000,3067296.08471758
2026-09-10,39777127.00000000,2917239.37887174
2026-09-11,39951936.00000000,2804625.90720000
2026-09-12,38745645.00000000,2788749.95776035
2026-09-13,38218936.00000000,2821864.94660056
2026-09-14,38038233.00000000,2846221.05454791
2026-09-15,37055091.00000000,2741706.18309000
2026-09-16,37470351.00000000,2687748.27723000
2026-09-17,37132162.00000000,2724758.04756000
2026-09-18,39229071.00000000,2925872.80018530
2026-09-19,40876389.00000000,3221468.21709000
2026-09-20,39828355.00000000,3293982.59296330
2026-09-21,40536030.00000000,3324765.18060000
2026-09-22,40307084.00000000,3456182.91371836
2026-09-23,40879542.00000000,3611403.80070294
2026-09-24,40115753.00000000,3306340.36226000
