date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,48776706.60000000,36743993.04302265
2026-08-26,48262199.20000000,34343380.95072000
2026-08-27,50917429.10000000,36438081.02995057
2026-08-28,50812818.90000000,35767143.22371000
2026-08-29,52360868.90000000,35921393.93189839
2026-08-30,51799967.40000000,35331936.73405671
2026-08-31,49689503.50000000,32789836.52701620
2026-09-01,51057953.50000000,34821735.66692749
2026-09-02,59202039.10000000,46121197.59565529
2026-09-03,62016556.30000000,49526421.86118000
2026-09-04,56884490.00000000,45050239.56271020
2026-09-05,53376970.10000000,40526861.67308255
2026-09-06,54178469.90000000,42616784.42334000
2026-09-07,52879269.70000000,42671348.66098721
2026-09-08,52520713.60000000,43933576.92640000
2026-09-09,54881620.50000000,46353016.67430000
2026-09-10,52153639.00000000,42759018.33997516
2026-09-11,49010277.10000000,38199414.72048998
2026-09-12,47671293.40000000,37441033.83636000
2026-09-13,49056159.50000000,39279918.37744816
2026-09-14,64190208.10000000,61045716.59868657
2026-09-15,60269005.30000000,56369600.65709000
2026-09-16,57511549.50000000,46894917.46230000
2026-09-17,55133009.10000000,44442718.63551000
2026-09-18,60800781.80000000,51096977.02472000
2026-09-19,60414219.70000000,56964567.75513000
2026-09-20,54545840.80000000,52430487.09330864
2026-09-21,54766195.30000000,51628092.30931000
2026-09-22,57963925.40000000,57115105.15427792
2026-09-23,58111873.60000000,60651362.47632000
2026-09-24,49918788.30000000,46706098.94857635
2026-09-25,51736497.00000000,51213958.38030000
2026-09-26,51903300.80000000,54490718.75332259
