date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,4965929.90000000,7387031.28167776
2026-08-26,5174060.70000000,7768738.98434249
2026-08-27,5354748.60000000,8212801.59566902
2026-08-28,5466096.60000000,8379526.08780000
2026-08-29,5241349.90000000,7573750.60550000
2026-08-30,5580946.90000000,8123068.21295000
2026-08-31,5686261.20000000,7948199.61137412
2026-09-01,5712345.30000000,8125811.18925000
2026-09-02,5290441.70000000,7529400.69681936
2026-09-03,5449029.40000000,7688580.48340000
2026-09-04,5719676.10000000,8415359.50312676
2026-09-05,5854496.90000000,8345585.33095000
2026-09-06,6127121.20000000,8976232.55800000
2026-09-07,6293084.40000000,9836090.91720000
2026-09-08,6488757.50000000,10018641.58000000
2026-09-09,6391763.60000000,9609483.94693921
2026-09-10,6126431.90000000,8988369.01486398
2026-09-11,5880085.30000000,8181014.12863638
2026-09-12,5728944.90000000,7957504.46610000
2026-09-13,5577761.00000000,7694521.29950000
2026-09-14,5524184.30000000,7537835.76510877
2026-09-15,5905295.40000000,8160978.22824607
2026-09-16,5963280.30000000,7859603.43540000
2026-09-17,6393511.60000000,8723946.57820000
2026-09-18,5797340.90000000,8328913.46291861
2026-09-19,6078557.60000000,9409556.53041519
2026-09-20,5987803.90000000,9427164.92845816
2026-09-21,6557654.50000000,11360726.56784375
2026-09-22,6680560.80000000,12511300.28730874
2026-09-23,6372244.80000000,11801397.36960000
2026-09-24,6089340.60000000,10553660.76874133
2026-09-25,6845330.20000000,12699179.89879332
2026-09-26,7589859.60000000,14762276.92200000
