date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,3975354923.00000000,2992408.66473902
2026-08-26,3882602806.00000000,2812479.82061028
2026-08-27,3860211793.00000000,2896239.70405204
2026-08-28,3968061541.00000000,3018901.22039280
2026-08-29,3789144971.00000000,2892784.83666024
2026-08-30,3731695576.00000000,2795039.98642400
2026-08-31,3669663275.00000000,2658414.16630825
2026-09-01,3686407599.00000000,2793707.13482616
2026-09-02,3508290405.00000000,2570805.04297590
2026-09-03,3362247843.00000000,2489542.79287092
2026-09-04,3482828282.00000000,2646810.18118872
2026-09-05,3592976701.00000000,2740830.41682383
2026-09-06,3670402341.00000000,2808114.71902887
2026-09-07,3700699814.00000000,2778337.39235864
2026-09-08,3726733576.00000000,2693608.49406128
2026-09-09,3763639547.00000000,2602029.83721392
2026-09-10,3800823081.00000000,2451568.89547581
2026-09-11,3836828799.00000000,2426947.68851946
2026-09-12,3584078038.00000000,2358466.71212552
2026-09-13,3549614618.00000000,2380123.08980754
2026-09-14,3470578429.00000000,2328064.01017320
2026-09-15,3519490218.00000000,2452838.31763074
2026-09-16,3465084481.00000000,2375142.15750145
2026-09-17,5195284165.00000000,5552875.57407695
2026-09-18,5989211915.00000000,11782576.60037950
2026-09-19,4480018991.00000000,8993638.12443250
2026-09-20,3894478851.00000000,15350399.94952458
2026-09-21,3864066753.00000000,16026603.26474280
2026-09-22,3365464543.00000000,14183918.58970065
2026-09-23,3988143293.00000000,13062963.94905685
2026-09-24,4238648602.00000000,11073596.63218306
2026-09-25,4849981047.00000000,10225215.04139010
2026-09-26,3977271543.00000000,9858264.11005695
