date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,224651711.00000000,1202111.30556100
2026-08-26,227002532.00000000,1250783.95132000
2026-08-27,223706084.00000000,1232750.27236872
2026-08-28,226996864.00000000,1299945.21103744
2026-08-29,225659985.00000000,1278815.13499500
2026-08-30,230481276.00000000,1288159.85156400
2026-08-31,224339245.00000000,1215012.37735020
2026-09-01,219832818.00000000,1216334.98199400
2026-09-02,224298708.00000000,1211742.36815088
2026-09-03,220813491.00000000,1191034.84843035
2026-09-04,225887463.00000000,1269297.79659108
2026-09-05,224270203.00000000,1293920.20810241
2026-09-06,224738001.00000000,1334943.72594000
2026-09-07,249531112.00000000,1641415.65473600
2026-09-08,286938135.00000000,1821136.08583665
2026-09-09,282045357.00000000,1742668.00638876
2026-09-10,266922308.00000000,1629445.91374756
2026-09-11,259956149.00000000,1477070.83861800
2026-09-12,261027431.00000000,1493598.96018200
2026-09-13,252765860.00000000,1531197.44373220
2026-09-14,247362078.00000000,1529687.09035200
2026-09-15,244433835.00000000,1480506.40653480
2026-09-16,585070691.00000000,3926444.51154246
2026-09-17,428085216.00000000,2733058.69132608
2026-09-18,361520492.00000000,2297538.64596332
2026-09-19,308591262.00000000,2046268.65832200
2026-09-20,302613014.00000000,2046269.20066800
2026-09-21,285559777.00000000,1919501.40941853
2026-09-22,271539865.00000000,1891818.23945500
2026-09-23,270804587.00000000,1948439.00346500
2026-09-24,240548720.00000000,1658722.94265760
