date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,8118347.00000000,61236691.42100000
2026-08-26,7792797.00000000,57069683.67317706
2026-08-27,7947119.00000000,59118618.24100000
2026-08-28,8227296.00000000,61890414.67800576
2026-08-29,7826862.00000000,57175226.91000000
2026-08-30,7878273.00000000,57716227.99800000
2026-08-31,7765649.00000000,55204168.45518719
2026-09-01,7944014.00000000,57427277.20600000
2026-09-02,8030593.00000000,57932697.90200000
2026-09-03,8192460.00000000,58926019.36062660
2026-09-04,8955543.00000000,67331255.53244986
2026-09-05,8532242.00000000,62996717.27728094
2026-09-06,9091059.00000000,68993739.50618580
2026-09-07,9376404.00000000,74107687.01786520
2026-09-08,9262275.00000000,74765083.80000000
2026-09-09,9061289.00000000,72526557.15600000
2026-09-10,8494599.00000000,66218339.78033583
2026-09-11,8361913.00000000,62039831.44651936
2026-09-12,8003348.00000000,59688969.38400000
2026-09-13,8133466.00000000,60156731.71304478
2026-09-14,8433018.00000000,61433393.54039118
2026-09-15,8141029.00000000,61554320.26900000
2026-09-16,7963188.00000000,57853245.33564048
2026-09-17,8368467.00000000,62545922.35800000
2026-09-18,8952941.00000000,68113975.12800000
2026-09-19,9851625.00000000,80812879.87500000
2026-09-20,10495077.00000000,105944127.88359153
2026-09-21,11398330.00000000,128875296.10957720
2026-09-22,10708809.00000000,120224608.38171081
2026-09-23,10968761.00000000,124057647.11533794
2026-09-24,10456779.00000000,107298463.12498437
