date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,1232170285.00000000,1225713.71270660
2026-08-26,1189482192.00000000,1139642.88815520
2026-08-27,1184326523.00000000,1212513.49424740
2026-08-28,1146547054.00000000,1160947.68499824
2026-08-29,1174950786.00000000,1169781.00254160
2026-08-30,1196368116.00000000,1221731.12005920
2026-08-31,1205385293.00000000,1188967.94530934
2026-09-01,1160050983.00000000,1196140.16908113
2026-09-02,1151807828.00000000,1173001.09203520
2026-09-03,1113231749.00000000,1111094.34404192
2026-09-04,1177361225.00000000,1201968.07460250
2026-09-05,1160216298.00000000,1233379.53775188
2026-09-06,1189832912.00000000,1314265.63793696
2026-09-07,1152320381.00000000,1287499.08489511
2026-09-08,1088450294.00000000,1249236.17142968
2026-09-09,1065700001.00000000,1193434.80311986
2026-09-10,1040664374.00000000,1174618.69222128
2026-09-11,1047180888.00000000,1101843.73035360
2026-09-12,1056012212.00000000,1115444.57929136
2026-09-13,1099279917.00000000,1237789.18654200
2026-09-14,1257556904.00000000,1480647.49876960
2026-09-15,1174533000.00000000,1359028.64364000
2026-09-16,1185708177.00000000,1281537.11186514
2026-09-17,1189895534.00000000,1283742.59476658
2026-09-18,1184650979.00000000,1304727.20223144
2026-09-19,1159773837.00000000,1400542.88556120
2026-09-20,1143410103.00000000,1416959.53604172
2026-09-21,1136530059.00000000,1382418.33726465
2026-09-22,1089013057.00000000,1418559.29817877
2026-09-23,1065601529.00000000,1415225.39066490
2026-09-24,1083545103.00000000,1377185.82591300
2026-09-25,1116508246.00000000,1558835.31781782
