date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,38430496.40000000,4460222.65971594
2026-08-26,38283322.80000000,4429380.44796000
2026-08-27,37669678.20000000,4516594.41618000
2026-08-28,38970887.50000000,4542002.37888250
2026-08-29,37291858.00000000,4107060.46792820
2026-08-30,38041299.60000000,4136991.33150000
2026-08-31,38256188.50000000,4060055.06849931
2026-09-01,38022497.60000000,4079057.72500274
2026-09-02,38122146.20000000,4233464.33551000
2026-09-03,36794087.20000000,4098861.31408000
2026-09-04,36994263.50000000,4256120.83640226
2026-09-05,35496142.70000000,4026900.01924275
2026-09-06,37587404.70000000,4557630.31110069
2026-09-07,37596693.20000000,4620633.59428000
2026-09-08,36524264.40000000,4445002.97748000
2026-09-09,36026472.20000000,4346656.55699163
2026-09-10,35560792.20000000,4148235.39806687
2026-09-11,36591959.80000000,4109377.71342945
2026-09-12,36142471.40000000,4094942.00962000
2026-09-13,36813405.10000000,4218816.22446000
2026-09-14,36297117.80000000,4061647.48182000
2026-09-15,36457179.00000000,4147533.46948908
2026-09-16,38649737.40000000,4077547.29570000
2026-09-17,39380199.00000000,4182177.13380000
2026-09-18,38333623.80000000,4404533.37462000
2026-09-19,39041866.90000000,4948647.98754355
2026-09-20,37201680.10000000,4936680.80607645
2026-09-21,36796077.70000000,4777970.68934500
2026-09-22,37817762.90000000,5257815.67767113
2026-09-23,37777399.80000000,5292613.71198000
2026-09-24,38267011.30000000,4849117.60723295
2026-09-25,38696031.80000000,5138833.02304000
2026-09-26,36871132.60000000,4986820.68415000
