date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,107215.98600000,8465023742.65800000
2026-08-26,106591.99400000,8368057784.96700000
2026-08-27,105593.58600000,8341209922.15321200
2026-08-28,108761.98200000,8723782746.62264800
2026-08-29,105609.13700000,8217042639.16359500
2026-08-30,107673.02100000,8420208319.33294200
2026-08-31,106319.88500000,8256337156.58437100
2026-09-01,107978.16800000,8481631107.31600000
2026-09-02,108296.67800000,8382480625.14605900
2026-09-03,107652.06300000,8321784981.53310600
2026-09-04,112717.54500000,9156547066.08207700
2026-09-05,107912.53500000,8591581399.36718200
2026-09-06,106255.01300000,8479150037.40000000
2026-09-07,105543.71300000,8475632589.39638200
2026-09-08,106876.11000000,8451324586.74900000
2026-09-09,106627.34700000,8362393359.55276900
2026-09-10,105105.96800000,8227209024.90302800
2026-09-11,106858.93400000,8178512629.05040000
2026-09-12,103385.13500000,7980502326.26942600
2026-09-13,103299.61300000,7980003593.62316100
2026-09-14,104897.33600000,8057025797.37680300
2026-09-15,103517.28900000,8092805674.62870000
2026-09-16,107491.94200000,8126390815.20000000
2026-09-17,107918.18400000,8220613707.10800000
2026-09-18,108245.17800000,8268414305.28062100
2026-09-19,107938.52000000,8728232542.76000000
2026-09-20,107646.32500000,8743637335.92000000
2026-09-21,107777.74000000,8745506156.78600000
2026-09-22,109189.23100000,9454075224.88401400
2026-09-23,106719.99800000,9195153419.49042700
2026-09-24,98503.13900000,8309251990.97280000
