date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,1097996.90000000,5932751.74992500
2026-08-26,1073514.80000000,5497469.29080000
2026-08-27,1086650.80000000,5694050.19200000
2026-08-28,1144358.30000000,6028479.52440000
2026-08-29,1081915.00000000,5363052.65500000
2026-08-30,1135533.60000000,5816770.86600000
2026-08-31,1230651.00000000,6451355.01332403
2026-09-01,1229840.90000000,6933330.55639220
2026-09-02,973664.10000000,5336279.69744055
2026-09-03,926407.40000000,4993680.39838391
2026-09-04,1070133.10000000,6368990.78129625
2026-09-05,1452645.70000000,10369211.98249063
2026-09-06,1417119.60000000,9763531.85572877
2026-09-07,1623268.90000000,11998448.04466167
2026-09-08,1529748.80000000,10763312.55680000
2026-09-09,1490687.60000000,10439008.85950521
2026-09-10,1316794.80000000,9357143.84880000
2026-09-11,1313108.70000000,8570291.17307813
2026-09-12,1361409.40000000,8835047.81801530
2026-09-13,1398343.80000000,8748737.98470000
2026-09-14,1338821.00000000,8202127.87150625
2026-09-15,1334511.90000000,8484826.66020000
2026-09-16,1294003.90000000,8007296.13320000
2026-09-17,1311233.80000000,8869185.42320000
2026-09-18,1320837.50000000,9660605.47500000
2026-09-19,1324516.10000000,11029452.52034063
2026-09-20,1275547.00000000,9875284.87400000
2026-09-21,1326127.50000000,10474401.48215625
2026-09-22,1444229.80000000,11232106.12874327
2026-09-23,1503709.70000000,12283804.53930000
2026-09-24,1328631.40000000,9507387.35633500
