date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,32101408.00000000,28871601.23543104
2026-08-26,32146435.90000000,27365959.99102998
2026-08-27,32456579.30000000,28412489.51922000
2026-08-28,32571272.40000000,28692033.85716000
2026-08-29,32300078.60000000,27406471.98774787
2026-08-30,33596456.70000000,28390780.81230746
2026-08-31,31920855.30000000,26142004.20718220
2026-09-01,32012472.80000000,26887275.90472000
2026-09-02,32481956.00000000,28313230.53708812
2026-09-03,33475382.90000000,29027695.90146741
2026-09-04,34560572.10000000,30686973.75741390
2026-09-05,36208007.60000000,32582987.15879430
2026-09-06,34432949.90000000,31499262.56852000
2026-09-07,36417240.90000000,35629481.35347165
2026-09-08,40064696.90000000,42552714.57749000
2026-09-09,43690106.00000000,54431079.57522018
2026-09-10,40367921.10000000,45282451.08404180
2026-09-11,39985163.50000000,43823768.78502099
2026-09-12,39014679.30000000,40579167.93993000
2026-09-13,39116538.10000000,39855840.67009000
2026-09-14,37861814.80000000,37805577.88924126
2026-09-15,38410632.80000000,38545070.01480000
2026-09-16,36840317.90000000,34766564.61650727
2026-09-17,37079990.10000000,37769677.91586000
2026-09-18,37967301.60000000,40959124.96608000
2026-09-19,37863817.10000000,42937568.59140000
2026-09-20,38729883.50000000,43524737.57821574
2026-09-21,38409877.20000000,43552507.28872658
2026-09-22,36890079.40000000,44460209.22209456
2026-09-23,35848217.00000000,43681052.41450000
2026-09-24,34821758.30000000,38328864.76785488
2026-09-25,33584072.40000000,38800388.13932909
2026-09-26,33395639.50000000,40503249.15073557
