date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,9472678.00000000,22904935.40400000
2026-08-26,9202725.00000000,21888500.02679025
2026-08-27,9205746.00000000,22122623.99321898
2026-08-28,9180698.00000000,22556974.98600000
2026-08-29,9128104.00000000,21807040.45600000
2026-08-30,9345029.00000000,23190789.27996301
2026-08-31,9048741.00000000,21217773.02262891
2026-09-01,9017569.00000000,21643020.19501413
2026-09-02,9198936.00000000,22806496.66599936
2026-09-03,9239093.00000000,22758989.37794777
2026-09-04,9216253.00000000,23160443.78900000
2026-09-05,8762370.00000000,21612272.92092180
2026-09-06,8910222.00000000,23772472.29600000
2026-09-07,9042665.00000000,24713603.44500000
2026-09-08,9320105.00000000,27856422.01874505
2026-09-09,9580932.00000000,28120035.42000000
2026-09-10,9751235.00000000,27108433.30000000
2026-09-11,9517729.00000000,26737608.90545979
2026-09-12,9278472.00000000,25263160.23856464
2026-09-13,9314043.00000000,25455279.51900000
2026-09-14,9672461.00000000,26733080.44445840
2026-09-15,9541892.00000000,26178152.83967536
2026-09-16,9645145.00000000,23919959.60000000
2026-09-17,9442738.00000000,24248951.18400000
2026-09-18,9528639.00000000,25079377.84800000
2026-09-19,9372780.00000000,26834269.14000000
2026-09-20,9409422.00000000,26929765.76400000
2026-09-21,9701552.00000000,28071988.75267248
2026-09-22,9888543.00000000,29957909.51083707
2026-09-23,9607959.00000000,28996820.26200000
2026-09-24,9344169.00000000,27297562.69201032
