date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,60106388.20000000,2999415.15948711
2026-08-26,66125925.30000000,3460148.81035850
2026-08-27,79442887.70000000,5406882.93686200
2026-08-28,76809323.10000000,4524837.22382100
2026-08-29,58881662.50000000,3330950.95685725
2026-08-30,60959457.50000000,3525285.42722500
2026-08-31,53693590.20000000,2820577.98679620
2026-09-01,53787952.10000000,2809847.11765561
2026-09-02,54488834.40000000,2934223.73244000
2026-09-03,52948329.10000000,2773433.47825800
2026-09-04,50309713.60000000,2777599.28785600
2026-09-05,49735488.60000000,2822693.88826303
2026-09-06,48307811.80000000,2721195.46335001
2026-09-07,51112278.70000000,2875538.46545298
2026-09-08,49160617.80000000,2743654.07941800
2026-09-09,48301358.80000000,2719689.63653037
2026-09-10,47313186.00000000,2552700.15255450
2026-09-11,43924561.50000000,2319216.84720000
2026-09-12,43224361.90000000,2344320.38220097
2026-09-13,45434463.60000000,2429835.11332800
2026-09-14,45893345.30000000,2393558.24545244
2026-09-15,44884925.50000000,2316217.00879298
2026-09-16,46064952.50000000,2240599.28960000
2026-09-17,44517898.90000000,2207742.32654454
2026-09-18,43145058.80000000,2138319.16239621
2026-09-19,41572105.20000000,2217040.37031600
2026-09-20,41945454.20000000,2275121.43580800
2026-09-21,39006530.70000000,2131646.83269772
2026-09-22,42926571.50000000,2424492.75832000
2026-09-23,42133348.20000000,2434011.08283589
2026-09-24,40076261.90000000,2204995.92973800
