date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,13027153.00000000,2589232.24714521
2026-08-26,12551702.00000000,2435611.20628558
2026-08-27,12595476.00000000,2531868.27221160
2026-08-28,12719586.00000000,2523006.20061600
2026-08-29,12949993.00000000,2435246.18365000
2026-08-30,13346275.00000000,2532398.42573025
2026-08-31,13018300.00000000,2458735.33744600
2026-09-01,13088405.00000000,2555423.77658865
2026-09-02,13251952.00000000,2645089.61920000
2026-09-03,15034260.00000000,2910896.13623520
2026-09-04,15111059.00000000,3017009.21349689
2026-09-05,13473497.00000000,2559358.39210494
2026-09-06,25909760.00000000,6601806.84800000
2026-09-07,27454212.00000000,6891571.12151448
2026-09-08,22671492.00000000,5398082.24520000
2026-09-09,21054730.00000000,5012319.13206390
2026-09-10,16605732.00000000,3628933.64262000
2026-09-11,15063695.00000000,3198435.64565385
2026-09-12,15072524.00000000,3270787.89950492
2026-09-13,14970583.00000000,3360855.31322007
2026-09-14,13587170.00000000,2950227.46737610
2026-09-15,13879989.00000000,2981421.63720000
2026-09-16,13435786.00000000,2785238.43780000
2026-09-17,13152011.00000000,2827682.36500000
2026-09-18,14160834.00000000,3271152.65400000
2026-09-19,15929914.00000000,3958583.62900000
2026-09-20,15379993.00000000,3848975.05479001
2026-09-21,14660581.00000000,3719389.39970000
2026-09-22,15412967.00000000,3945719.55200000
2026-09-23,15386047.00000000,4099862.86185563
2026-09-24,15545717.00000000,3821137.23860000
2026-09-25,15368036.00000000,3926533.19800000
