date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,12678124.80000000,2337212.30688000
2026-08-26,13242242.20000000,2314743.93656000
2026-08-27,12812662.90000000,2302435.52313000
2026-08-28,12951471.00000000,2323493.89740000
2026-08-29,12937139.40000000,2249806.31810705
2026-08-30,12960494.60000000,2209764.32930000
2026-08-31,13053958.60000000,2173484.10690000
2026-09-01,12705792.70000000,2144737.80776000
2026-09-02,12639264.30000000,2142355.29885000
2026-09-03,13468173.40000000,2262922.49466800
2026-09-04,13528208.30000000,2416138.00238000
2026-09-05,13090394.70000000,2278383.19753500
2026-09-06,13656662.70000000,2443176.95703000
2026-09-07,13754686.00000000,2566624.40760000
2026-09-08,13919482.10000000,2584430.24150700
2026-09-09,13987663.40000000,2508508.24882185
2026-09-10,12928977.40000000,2289721.89754000
2026-09-11,12773489.10000000,2158719.65790000
2026-09-12,17412462.50000000,3297920.39750000
2026-09-13,16969036.50000000,3223659.78915669
2026-09-14,16099014.10000000,3253610.74961000
2026-09-15,15110140.30000000,2958518.32710226
2026-09-16,14436209.60000000,2592021.43368000
2026-09-17,14484720.50000000,2621734.41050000
2026-09-18,14271712.60000000,2678339.05055164
2026-09-19,14907271.00000000,3117110.36610000
2026-09-20,14371309.10000000,3174622.18019000
2026-09-21,14053622.00000000,2997637.57260000
2026-09-22,14173950.60000000,3193391.07018000
2026-09-23,13930277.10000000,3230431.25949000
2026-09-24,13889643.20000000,2971341.92156000
