date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,3172630704.00000000,6139770.11730192
2026-08-26,3264920503.00000000,5938890.39495700
2026-08-27,3232798426.00000000,5823951.02040752
2026-08-28,3186552130.00000000,5866442.47133000
2026-08-29,3046136273.00000000,5402322.68016550
2026-08-30,3023804451.00000000,5361205.29162300
2026-08-31,2909272855.00000000,4778073.36613780
2026-09-01,2908086615.00000000,4972828.11165000
2026-09-02,2877490150.00000000,5097473.80072500
2026-09-03,2861076711.00000000,4947459.68096253
2026-09-04,2767788957.00000000,4954397.58880914
2026-09-05,2704182638.00000000,4770178.17343200
2026-09-06,2787335027.00000000,5248551.85584100
2026-09-07,2760166807.00000000,5278681.01004715
2026-09-08,2803139976.00000000,5357220.96513240
2026-09-09,2666476507.00000000,5047640.02775100
2026-09-10,2470522535.00000000,4383645.77565330
2026-09-11,2592448588.00000000,4342351.38490000
2026-09-12,2645952004.00000000,4437261.51070800
2026-09-13,2594685465.00000000,4343503.46841000
2026-09-14,2559188346.00000000,4253371.03105200
2026-09-15,2531328295.00000000,4310852.08638500
2026-09-16,2586919661.00000000,4201157.52946400
2026-09-17,2696362792.00000000,4405856.80212800
2026-09-18,2981404493.00000000,5480924.57779641
2026-09-19,2982254013.00000000,5740838.97502500
2026-09-20,2788155218.00000000,5397868.50204800
2026-09-21,2721091875.00000000,5265312.77812500
2026-09-22,2617126931.00000000,5450794.94427094
2026-09-23,2633057281.00000000,5675791.94435079
2026-09-24,2460675519.00000000,4693394.05791984
2026-09-25,2531312231.00000000,5067687.08646200
