date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,359676334.00000000,1439234.06021098
2026-08-26,366427877.00000000,1468324.13876301
2026-08-27,359084133.00000000,1467217.76743800
2026-08-28,364696183.00000000,1491607.38847000
2026-08-29,369943347.00000000,1479285.06278196
2026-08-30,365378966.00000000,1464625.23900066
2026-08-31,364830045.00000000,1433468.32301130
2026-09-01,370280588.00000000,1447056.53790400
2026-09-02,362118309.00000000,1433264.26702200
2026-09-03,354725352.00000000,1408720.79039760
2026-09-04,818604580.00000000,3465988.16381160
2026-09-05,619547577.00000000,2590328.41943700
2026-09-06,518630581.00000000,2205217.23041200
2026-09-07,489809768.00000000,2141365.03803544
2026-09-08,473627976.00000000,2026654.10930400
2026-09-09,465040661.00000000,1990374.02908000
2026-09-10,438198888.00000000,1905867.18755616
2026-09-11,425760835.00000000,1756263.44437500
2026-09-12,423574235.00000000,1754444.48137000
2026-09-13,408343369.00000000,1779560.40210200
2026-09-14,438853341.00000000,2056190.27832117
2026-09-15,432641145.00000000,2063698.26165000
2026-09-16,418367225.00000000,1876377.00412500
2026-09-17,393478160.00000000,1758060.41888000
2026-09-18,392479995.00000000,1771654.69743000
2026-09-19,396659893.00000000,1953946.63291800
2026-09-20,383917942.00000000,1904789.67333590
2026-09-21,387371010.00000000,1864250.10159570
2026-09-22,380873000.00000000,1896857.99317000
2026-09-23,360041037.00000000,1869945.13386690
2026-09-24,393356361.00000000,1902440.50503123
2026-09-25,391192040.00000000,1924273.64476000
2026-09-26,347757640.00000000,1768695.35704000
