date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,560751.70000000,964898.64467750
2026-08-26,560267.70000000,917314.85333821
2026-08-27,566961.70000000,955197.06408161
2026-08-28,547810.50000000,929924.44033491
2026-08-29,559626.80000000,909638.80084883
2026-08-30,565992.80000000,911997.52211051
2026-08-31,586941.00000000,907997.72700000
2026-09-01,585023.30000000,931357.09360000
2026-09-02,592572.40000000,947187.29682637
2026-09-03,574577.70000000,907832.76600000
2026-09-04,579109.70000000,955784.79403493
2026-09-05,588446.00000000,973289.68400000
2026-09-06,559302.70000000,965356.46020000
2026-09-07,580891.60000000,1016255.32029217
2026-09-08,569062.20000000,982770.41940000
2026-09-09,581329.20000000,988148.50148354
2026-09-10,591601.30000000,978508.55020000
2026-09-11,557039.50000000,937497.47850000
2026-09-12,582661.80000000,989359.73640000
2026-09-13,575594.60000000,1018802.44200000
2026-09-14,559689.90000000,966264.15796403
2026-09-15,563633.80000000,973395.57260000
2026-09-16,569985.00000000,928230.07414995
2026-09-17,581667.60000000,947245.68660000
2026-09-18,575752.10000000,964960.51960000
2026-09-19,602792.60000000,1088040.64300000
2026-09-20,613707.70000000,1119402.84480000
2026-09-21,610881.10000000,1118217.88409406
2026-09-22,627498.40000000,1238424.63628082
2026-09-23,614313.00000000,1218520.55115000
2026-09-24,585431.10000000,1122856.84980000
2026-09-25,585593.90000000,1146300.05925000
2026-09-26,668716.60000000,1414335.60900000
