date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,62656517.20000000,21209231.07220000
2026-08-26,62531705.60000000,19633982.56506087
2026-08-27,63412424.10000000,20089055.95488000
2026-08-28,63572369.90000000,20730949.82439000
2026-08-29,64101678.60000000,19552070.29171369
2026-08-30,64416612.10000000,19580065.03975643
2026-08-31,64238096.90000000,18953697.16463710
2026-09-01,65796415.00000000,22200314.43208970
2026-09-02,72488994.10000000,26865791.25544849
2026-09-03,72453893.50000000,26307179.85730836
2026-09-04,69939925.30000000,25493102.77185000
2026-09-05,68787925.80000000,24165198.33354000
2026-09-06,69953274.90000000,26470967.68901832
2026-09-07,69046166.50000000,26382540.21965000
2026-09-08,68631454.10000000,25329592.51666296
2026-09-09,69228907.80000000,25109324.85906000
2026-09-10,66886825.90000000,23789674.15560725
2026-09-11,63193182.20000000,21215591.75954991
2026-09-12,62526443.40000000,20959479.71314749
2026-09-13,64415918.20000000,21456942.35242000
2026-09-14,64963704.50000000,22433677.65818949
2026-09-15,64019527.70000000,22209859.41217264
2026-09-16,65653374.90000000,20995949.29302000
2026-09-17,67855349.00000000,21742436.20633868
2026-09-18,68130117.40000000,22298987.42502000
2026-09-19,70029699.70000000,24100114.69455560
2026-09-20,70132992.50000000,24174842.51475000
2026-09-21,70508368.30000000,24995717.17176493
2026-09-22,70149763.80000000,25793939.07369461
2026-09-23,68548886.80000000,24828406.79896000
2026-09-24,70922928.10000000,23035767.04688000
2026-09-25,67959545.80000000,23500410.93764000
