date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,120884386.90000000,46144806.55476731
2026-08-26,117834926.90000000,42844779.42084000
2026-08-27,115117637.60000000,43124266.57074379
2026-08-28,115859872.00000000,43655999.76960000
2026-08-29,118793002.60000000,42282803.58369573
2026-08-30,122514691.80000000,43241000.57866848
2026-08-31,121319363.80000000,41707208.49616678
2026-09-01,120843593.60000000,41803568.13792438
2026-09-02,123546916.40000000,42047978.53055179
2026-09-03,124627055.10000000,43398256.26219750
2026-09-04,123914339.40000000,44985933.64609285
2026-09-05,119758718.00000000,42813741.68500000
2026-09-06,122597877.60000000,45362242.08221429
2026-09-07,124771228.10000000,48360564.41164403
2026-09-08,121980130.80000000,46792508.88327801
2026-09-09,119241117.80000000,44660398.93842472
2026-09-10,114606825.30000000,41206194.10352670
2026-09-11,110036506.40000000,37670499.50066601
2026-09-12,115488021.10000000,40478551.39555000
2026-09-13,116943651.70000000,40754862.61745000
2026-09-14,118650749.30000000,40637881.63525000
2026-09-15,118414627.30000000,41989826.84058000
2026-09-16,112046615.70000000,36747819.86591177
2026-09-17,121689182.20000000,42274821.89628000
2026-09-18,126898642.70000000,47253945.52473385
2026-09-19,132151579.90000000,52690883.25561845
2026-09-20,135970743.50000000,57143030.67062412
2026-09-21,137995958.70000000,59710851.32949000
2026-09-22,149604116.00000000,68503724.71640000
2026-09-23,143916335.70000000,63510602.75616533
2026-09-24,130367700.90000000,53763874.51302162
2026-09-25,196099110.20000000,102367381.00685862
2026-09-26,180258263.80000000,98979812.65258000
