date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,25626035.00000000,3351193.47505500
2026-08-26,25346637.00000000,3239936.91612144
2026-08-27,25541931.00000000,3334518.24849825
2026-08-28,26141710.00000000,3411493.15500000
2026-08-29,25313580.00000000,3241418.85401220
2026-08-30,25917902.00000000,3336193.81408320
2026-08-31,25578377.00000000,3134142.83326815
2026-09-01,24721942.00000000,3079173.74768892
2026-09-02,24694564.00000000,3087490.46352132
2026-09-03,24515298.00000000,3027832.48354824
2026-09-04,24503930.00000000,3076661.99254700
2026-09-05,24146992.00000000,2997852.19590896
2026-09-06,25019756.00000000,3210034.69480000
2026-09-07,25006830.00000000,3309472.65098250
2026-09-08,24874110.00000000,3294465.42845160
2026-09-09,24616086.00000000,3248063.50071852
2026-09-10,24689450.00000000,3118277.53500000
2026-09-11,25036943.00000000,2968183.17170802
2026-09-12,24720888.00000000,2993699.53680000
2026-09-13,25045393.00000000,3043015.24950000
2026-09-14,24888996.00000000,3024013.01400000
2026-09-15,25160194.00000000,3109799.97840000
2026-09-16,24489985.00000000,2909416.34049625
2026-09-17,25069743.00000000,2997110.08772127
2026-09-18,25531809.00000000,3092864.10846312
2026-09-19,25908583.00000000,3408275.90725081
2026-09-20,25475049.00000000,3634239.41078022
2026-09-21,25388528.00000000,3554393.92000000
2026-09-22,24395067.00000000,3686437.86229269
2026-09-23,23442081.00000000,3620616.51730545
2026-09-24,23598594.00000000,3427265.57613138
2026-09-25,23855766.00000000,3622727.79812658
2026-09-26,24233923.00000000,3908749.29845981
