date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,183982092.00000000,35652621.97206612
2026-08-26,174571673.00000000,31833144.57155000
2026-08-27,168780578.00000000,31266602.07450000
2026-08-28,169480922.00000000,31742081.88138000
2026-08-29,174185693.00000000,31245429.61034000
2026-08-30,175512129.00000000,31525685.18456448
2026-08-31,170428520.00000000,29724668.25170200
2026-09-01,169562502.00000000,30048265.93442112
2026-09-02,175370227.00000000,30807287.77709000
2026-09-03,177050278.00000000,31081271.91005012
2026-09-04,180188156.00000000,33221290.32172000
2026-09-05,174481476.00000000,31307211.23868000
2026-09-06,183886159.00000000,33811148.05533000
2026-09-07,180540461.00000000,33888903.29662488
2026-09-08,198002406.00000000,38325345.70536000
2026-09-09,184555353.00000000,34635503.09751000
2026-09-10,183984482.00000000,33312686.59243536
2026-09-11,194907211.00000000,34015206.46372000
2026-09-12,202354284.00000000,36057685.91418708
2026-09-13,203928687.00000000,36691919.99064675
2026-09-14,200486426.00000000,35490883.01298862
2026-09-15,233256903.00000000,44693326.52088777
2026-09-16,233665915.00000000,41117861.59360985
2026-09-17,215641552.00000000,39653518.49787552
2026-09-18,213578288.00000000,39157443.32192000
2026-09-19,218147968.00000000,42126739.52625280
2026-09-20,223576794.00000000,43861326.74767116
2026-09-21,225389076.00000000,44455968.99320676
2026-09-22,257725965.00000000,55554277.59841365
2026-09-23,265336761.00000000,57418362.98045127
2026-09-24,252606720.00000000,51045444.84445440
2026-09-25,271612037.00000000,59138088.81601000
2026-09-26,250745216.00000000,55244185.98912000
