date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,383662.10000000,1385264.76558875
2026-08-26,397301.40000000,1379430.46080000
2026-08-27,399782.60000000,1425451.51380594
2026-08-28,408283.20000000,1449849.36798000
2026-08-29,412705.30000000,1441844.00016929
2026-08-30,416491.60000000,1487083.25780000
2026-08-31,406327.80000000,1407683.72470693
2026-09-01,421450.40000000,1502049.22560000
2026-09-02,423522.50000000,1546174.77111023
2026-09-03,413573.30000000,1486497.89745816
2026-09-04,423888.50000000,1543482.23300996
2026-09-05,415435.30000000,1510107.31550000
2026-09-06,422974.50000000,1587423.29850000
2026-09-07,430181.70000000,1665235.67937936
2026-09-08,432544.60000000,1710415.16904835
2026-09-09,451226.70000000,1865311.95429563
2026-09-10,446331.00000000,1718616.11411277
2026-09-11,442978.50000000,1629283.22884688
2026-09-12,435293.50000000,1616534.96261765
2026-09-13,406243.00000000,1551442.01700000
2026-09-14,374962.00000000,1441760.13558346
2026-09-15,414734.90000000,1627516.51769422
2026-09-16,405003.30000000,1493191.30499483
2026-09-17,387599.30000000,1543420.41260000
2026-09-18,691335.40000000,2922966.07120000
2026-09-19,527412.30000000,2336963.90130000
2026-09-20,482041.00000000,2152313.06500000
2026-09-21,443519.60000000,1974771.01900000
2026-09-22,441665.20000000,2051170.48021000
2026-09-23,445779.10000000,2103619.50120197
2026-09-24,441566.20000000,1914631.04320000
2026-09-25,430806.60000000,1967062.93560000
2026-09-26,426788.30000000,2033646.24950000
