date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,663255.70000000,2334660.06400000
2026-08-26,632654.40000000,2145444.94819200
2026-08-27,645635.80000000,2224215.33100000
2026-08-28,654164.60000000,2286305.27700000
2026-08-29,662958.90000000,2321019.10890000
2026-08-30,681275.10000000,2467200.46802552
2026-08-31,732180.80000000,2753657.02812970
2026-09-01,739831.00000000,2870544.28000000
2026-09-02,767308.30000000,3080742.82450000
2026-09-03,1154914.40000000,6115748.56595918
2026-09-04,1096831.80000000,5164925.57813074
2026-09-05,1058908.70000000,5013932.69450000
2026-09-06,992753.80000000,4526957.32800000
2026-09-07,966839.80000000,4357546.97860000
2026-09-08,922821.20000000,4348505.31447923
2026-09-09,897384.20000000,4538969.28360000
2026-09-10,810864.20000000,4185681.00040000
2026-09-11,946962.60000000,4543526.55480000
2026-09-12,1011041.80000000,4659376.51018206
2026-09-13,1020686.30000000,4437967.66128785
2026-09-14,1036013.20000000,4266302.35760000
2026-09-15,1027301.40000000,4223236.05540000
2026-09-16,996213.00000000,3768673.77900000
2026-09-17,965190.70000000,3694749.99960000
2026-09-18,929111.10000000,3643353.10656742
2026-09-19,934059.20000000,3862334.79200000
2026-09-20,1113313.60000000,4305448.99383088
2026-09-21,1190826.10000000,4483658.74148609
2026-09-22,1067950.50000000,4659740.07053087
2026-09-23,961720.20000000,4254567.61073803
2026-09-24,995666.10000000,4119070.65570000
