date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,28159500.90000000,1938781.63696500
2026-08-26,28463004.70000000,1895066.85292600
2026-08-27,27675866.10000000,1889551.21514721
2026-08-28,29637083.10000000,2061193.63165135
2026-08-29,29786975.50000000,2038769.53809750
2026-08-30,29578996.50000000,2005160.17273500
2026-08-31,29943125.50000000,1991790.05887831
2026-09-01,30233633.60000000,2058387.10396238
2026-09-02,30620843.60000000,2129909.94112387
2026-09-03,28186383.90000000,1908467.07579984
2026-09-04,29590642.20000000,2105305.24633367
2026-09-05,27995680.90000000,1985453.68942800
2026-09-06,27486093.90000000,1983671.39676300
2026-09-07,27215601.50000000,1999536.77394936
2026-09-08,28252498.30000000,2097694.88407820
2026-09-09,28887715.70000000,2261046.41875067
2026-09-10,27589041.90000000,2054353.99850629
2026-09-11,26808436.10000000,1885973.47963500
2026-09-12,26452091.20000000,1893367.94484520
2026-09-13,25293758.70000000,1846191.44751300
2026-09-14,27455702.70000000,2150879.74951800
2026-09-15,25528550.70000000,1980725.78526956
2026-09-16,24423892.40000000,1737759.94426000
2026-09-17,23903927.40000000,1753114.03551600
2026-09-18,23476962.60000000,1731425.99175000
2026-09-19,24765118.30000000,1969569.85839900
2026-09-20,24027112.70000000,1944033.68855700
2026-09-21,23170259.80000000,1851535.46061800
2026-09-22,22273685.20000000,1878110.00848474
2026-09-23,22869543.40000000,2096679.73891200
2026-09-24,22035991.20000000,1923521.67184800
2026-09-25,21885236.60000000,1982583.58359400
