date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,124566446.10000000,99641136.21795136
2026-08-26,130954279.20000000,99171675.63816000
2026-08-27,129771787.60000000,99555195.10632259
2026-08-28,125371953.80000000,97689584.43308917
2026-08-29,124085751.00000000,92232938.71830000
2026-08-30,125194659.70000000,93232463.07859000
2026-08-31,124156130.40000000,88263742.78712751
2026-09-01,119771511.20000000,87037957.18904000
2026-09-02,124677395.60000000,89954740.92540000
2026-09-03,124602507.40000000,92965771.27993053
2026-09-04,127350560.70000000,99737549.96573006
2026-09-05,127836226.10000000,96546621.04547822
2026-09-06,135936452.50000000,108042292.44700000
2026-09-07,147596559.60000000,119789367.77136000
2026-09-08,143158807.50000000,117118220.41575000
2026-09-09,138559337.70000000,112350535.52909544
2026-09-10,138551352.00000000,106985367.89200296
2026-09-11,134182820.20000000,97577746.84944000
2026-09-12,131827674.20000000,95627794.86468000
2026-09-13,139991854.30000000,101466095.99664000
2026-09-14,142636170.60000000,100035935.54566643
2026-09-15,139821415.30000000,100797258.28977000
2026-09-16,134943581.70000000,92643594.41953160
2026-09-17,133263873.40000000,95057120.89622000
2026-09-18,135940054.50000000,100761114.72074068
2026-09-19,138204844.00000000,112548131.89905185
2026-09-20,152139047.90000000,130452437.52298030
2026-09-21,158474161.40000000,142147511.47221833
2026-09-22,148888461.30000000,155212333.42752546
2026-09-23,140987291.40000000,144258196.56048000
2026-09-24,131330174.00000000,126024434.97040000
2026-09-25,131057770.60000000,132853262.05722000
2026-09-26,140863514.30000000,168297957.11609426
