date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,409757.72800000,111036149.13344000
2026-08-26,409099.58500000,108804870.85876802
2026-08-27,409312.57400000,110051309.04845327
2026-08-28,408314.58200000,110080635.57417598
2026-08-29,384209.64600000,95238179.43017851
2026-08-30,382158.47800000,94409496.93682198
2026-08-31,375199.81000000,91261930.88832614
2026-09-01,374227.59900000,92433224.19454081
2026-09-02,370173.96800000,91029480.47088000
2026-09-03,366092.25100000,89502774.01941845
2026-09-04,366945.15400000,94124725.17597073
2026-09-05,355712.79400000,88209658.65612000
2026-09-06,345875.92600000,88558072.09304000
2026-09-07,340182.83300000,88760774.09209974
2026-09-08,337441.99400000,87350234.56684000
2026-09-09,328753.94300000,84851392.68830000
2026-09-10,321570.83200000,80962801.08070105
2026-09-11,290996.86300000,65105026.64902222
2026-09-12,280526.20100000,63940627.73128472
2026-09-13,278696.84000000,63059182.18328610
2026-09-14,287397.03100000,63397938.99550284
2026-09-15,284511.50100000,63506908.83615756
2026-09-16,275956.77000000,59786034.22050000
2026-09-17,268338.64200000,59313573.42768000
2026-09-18,308918.15200000,72251934.19451363
2026-09-19,296439.64100000,75689933.53653000
2026-09-20,271584.43300000,69177986.77376000
2026-09-21,280597.12300000,70903044.27828927
2026-09-22,272876.76000000,72877196.29320000
2026-09-23,507811.83800000,175255120.99228084
2026-09-24,458352.70600000,154684914.79188824
2026-09-25,452331.30300000,153206364.70732427
