date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,654457938.00000000,2159056.73746200
2026-08-26,641526649.00000000,2043903.90371400
2026-08-27,652262127.00000000,2170076.09652900
2026-08-28,672178831.00000000,2246421.65320200
2026-08-29,654182740.00000000,2019462.11838000
2026-08-30,665085901.00000000,2011552.30757450
2026-08-31,639349759.00000000,1861549.93879717
2026-09-01,654765045.00000000,1935832.49849385
2026-09-02,655758085.00000000,1941168.52563615
2026-09-03,654780025.00000000,1914956.56551450
2026-09-04,698010378.00000000,2153697.06111144
2026-09-05,675419289.00000000,2066431.80630972
2026-09-06,666108581.00000000,2037626.14927900
2026-09-07,662469107.00000000,2039417.77059057
2026-09-08,653686254.00000000,1997011.50597000
2026-09-09,671103415.00000000,2064314.10454000
2026-09-10,656462914.00000000,1972671.05657000
2026-09-11,1061050449.00000000,2422855.64776905
2026-09-12,1269918418.00000000,2838267.66423000
2026-09-13,1324984001.00000000,2914964.80220000
2026-09-14,1067802339.00000000,2405491.71918225
2026-09-15,1062996294.00000000,2337550.11043188
2026-09-16,1006440963.00000000,2116545.34518900
2026-09-17,1023556089.00000000,2141279.33818800
2026-09-18,944893012.00000000,2070024.36603900
2026-09-19,958880253.00000000,2158899.71202444
2026-09-20,918142446.00000000,2112645.76824600
2026-09-21,886502102.00000000,1975126.68325600
2026-09-22,909710177.00000000,2093716.16656904
2026-09-23,995775860.00000000,2442140.29665000
2026-09-24,868846611.00000000,1968806.42052600
2026-09-25,933959890.00000000,2230296.21732000
