date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,29473206.00000000,10971726.61242630
2026-08-26,27345265.00000000,9579046.32950000
2026-08-27,28247212.00000000,10146492.61361596
2026-08-28,28103661.00000000,10025772.25154877
2026-08-29,29679884.00000000,10129744.40920000
2026-08-30,29744332.00000000,10050609.78280000
2026-08-31,28757557.00000000,9330392.24440570
2026-09-01,30226051.00000000,10174747.99677231
2026-09-02,29269898.00000000,10380298.87184248
2026-09-03,30103580.00000000,10704149.39569820
2026-09-04,29024725.00000000,10636596.93064100
2026-09-05,29468185.00000000,10313864.75000000
2026-09-06,30010867.00000000,11383121.85310000
2026-09-07,35196556.00000000,15572040.07635924
2026-09-08,33936220.00000000,14500536.17773800
2026-09-09,32662604.00000000,13371183.61452744
2026-09-10,32074596.00000000,12210032.11435560
2026-09-11,30606563.00000000,11266275.84030000
2026-09-12,30446497.00000000,10759760.67990809
2026-09-13,31827601.00000000,11146025.87020000
2026-09-14,32684750.00000000,11472347.25000000
2026-09-15,32794780.00000000,11683954.66938740
2026-09-16,31487076.00000000,10245894.53040000
2026-09-17,32183494.00000000,10993881.55040000
2026-09-18,31915482.00000000,11266165.14600000
2026-09-19,32464052.00000000,13209366.29278920
2026-09-20,32163294.00000000,13548011.17558284
2026-09-21,31672277.00000000,13261336.30716622
2026-09-22,33309215.00000000,14595844.19678170
2026-09-23,33845787.00000000,17612573.84010918
2026-09-24,33593055.00000000,15469601.82750000
2026-09-25,33400644.00000000,16302854.33640000
