date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,2762336251.00000000,248886496.21510000
2026-08-26,2776914406.00000000,237926026.30608000
2026-08-27,2737446107.00000000,239941065.82648300
2026-08-28,2748397204.00000000,244882190.87640000
2026-08-29,2629153835.00000000,224056489.81870000
2026-08-30,2646657970.00000000,225618513.90566290
2026-08-31,2631965462.00000000,215880571.34447733
2026-09-01,2654035299.00000000,219798630.92916423
2026-09-02,2711667798.00000000,221353442.35074000
2026-09-03,2761037893.00000000,225659626.99489000
2026-09-04,2888094001.00000000,253592588.35154620
2026-09-05,2754644792.00000000,233422098.71237087
2026-09-06,3052934883.00000000,273640964.72654430
2026-09-07,2915382111.00000000,264949926.24768000
2026-09-08,2906013905.00000000,262878017.84630000
2026-09-09,2874663076.00000000,258734625.08799520
2026-09-10,2759429546.00000000,237674164.66713998
2026-09-11,2828385172.00000000,234416563.05536000
2026-09-12,2651901960.00000000,223460131.94763600
2026-09-13,2683387019.00000000,227524385.34101000
2026-09-14,2737686163.00000000,225459159.87594733
2026-09-15,2670865139.00000000,223364451.57457000
2026-09-16,2776787120.00000000,222254041.08480000
2026-09-17,2697477542.00000000,218171983.59696000
2026-09-18,2713654866.00000000,221678466.00354000
2026-09-19,2806129247.00000000,245402456.74741810
2026-09-20,2872418621.00000000,251939837.24791000
2026-09-21,2852261141.00000000,248862323.06466550
2026-09-22,3178552003.00000000,317367578.63721980
2026-09-23,3219293522.00000000,323185423.95347875
2026-09-24,2968353509.00000000,275105073.78433913
2026-09-25,2905189209.00000000,278137265.95827080
2026-09-26,2950450186.00000000,291899986.22423330
