date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,45670327.00000000,16973438.68449145
2026-08-26,44710412.00000000,16217175.53953432
2026-08-27,42855867.00000000,15560965.30770000
2026-08-28,43651163.00000000,15998151.23950000
2026-08-29,42515330.00000000,15348034.13000000
2026-08-30,41923720.00000000,14991922.27200000
2026-08-31,41388184.00000000,14589509.93201832
2026-09-01,41132406.00000000,14686051.20915198
2026-09-02,42179309.00000000,15559947.09010000
2026-09-03,42102339.00000000,15368066.10657588
2026-09-04,44786086.00000000,17678310.95808650
2026-09-05,42224066.00000000,16290044.66280000
2026-09-06,42599634.00000000,16957179.63830352
2026-09-07,44499313.00000000,18553426.52902681
2026-09-08,41327828.00000000,16250101.96960000
2026-09-09,42260492.00000000,16284920.84754024
2026-09-10,41524645.00000000,15509417.53531950
2026-09-11,41192276.00000000,15142280.65760000
2026-09-12,40385635.00000000,14932724.23698360
2026-09-13,40771421.00000000,15126197.19100000
2026-09-14,41223354.00000000,14910487.14180000
2026-09-15,41474795.00000000,15317710.59896715
2026-09-16,41952428.00000000,14087625.32240000
2026-09-17,41800250.00000000,14559027.07500000
2026-09-18,42046061.00000000,15132377.35390000
2026-09-19,41034736.00000000,16040478.30240000
2026-09-20,41190861.00000000,17018004.22215000
2026-09-21,41144852.00000000,17256150.92880000
2026-09-22,42022435.00000000,18126384.90128830
2026-09-23,40504297.00000000,17554562.31980000
2026-09-24,39869558.00000000,15341805.91840000
2026-09-25,39501087.00000000,17286917.58537528
