date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,599084189.00000000,91492137.34408000
2026-08-26,579737601.00000000,82805672.35838503
2026-08-27,602180206.00000000,88807194.29987866
2026-08-28,608900620.00000000,103516119.45806900
2026-08-29,605727517.00000000,98309576.00910000
2026-08-30,604219786.00000000,96401846.93980290
2026-08-31,575001568.00000000,85096046.05258496
2026-09-01,577360798.00000000,86309665.69302000
2026-09-02,582845363.00000000,92858923.23316000
2026-09-03,556440509.00000000,82948825.94604887
2026-09-04,601257958.00000000,101207202.73639809
2026-09-05,555736474.00000000,90446111.14350000
2026-09-06,577226511.00000000,99173286.85491000
2026-09-07,592794197.00000000,104444409.56943000
2026-09-08,555606771.00000000,91147290.78255000
2026-09-09,571828828.00000000,91024433.34536327
2026-09-10,552409950.00000000,83993927.37340050
2026-09-11,541327234.00000000,77293647.29067296
2026-09-12,547539243.00000000,76852608.14748000
2026-09-13,548174322.00000000,78011986.93696314
2026-09-14,541778175.00000000,73687249.58175000
2026-09-15,542930486.00000000,77736786.98548000
2026-09-16,526109244.00000000,73429067.18508000
2026-09-17,541781389.00000000,80584563.79986000
2026-09-18,539076445.00000000,83325046.10365000
2026-09-19,558666277.00000000,93979120.45007850
2026-09-20,640050103.00000000,130756430.78846578
2026-09-21,631483211.00000000,136957146.00830660
2026-09-22,620180164.00000000,131893672.06526852
2026-09-23,576569896.00000000,124820354.09696776
2026-09-24,560152932.00000000,115423023.79748364
