date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,326888355.10000000,484219720.40963000
2026-08-26,314253850.80000000,450482895.12180000
2026-08-27,331076518.00000000,470764713.14485127
2026-08-28,331817004.00000000,481937533.49555856
2026-08-29,301566349.40000000,417048396.42966160
2026-08-30,311163145.40000000,434277398.52693370
2026-08-31,310220143.10000000,420943224.78433290
2026-09-01,307151747.00000000,423650175.15754384
2026-09-02,306538947.70000000,414164772.23747000
2026-09-03,306452568.00000000,413898708.83673380
2026-09-04,319074852.20000000,462931615.90225536
2026-09-05,299528227.50000000,418655342.11330900
2026-09-06,301864566.50000000,426172394.98470000
2026-09-07,306454467.10000000,436115352.13001000
2026-09-08,308512319.90000000,430744901.04438000
2026-09-09,312460031.70000000,442599634.90305000
2026-09-10,300120653.30000000,418490777.98224694
2026-09-11,302802667.80000000,403908478.57842000
2026-09-12,300713930.70000000,407680116.16877370
2026-09-13,292491725.10000000,399460038.00338690
2026-09-14,304549074.80000000,408156670.04696000
2026-09-15,311624532.30000000,443535196.82259000
2026-09-16,306202075.10000000,392765401.73077000
2026-09-17,285238585.80000000,370439351.37846000
2026-09-18,307768099.90000000,398694654.91534910
2026-09-19,333285282.50000000,465366239.95475000
2026-09-20,333413167.70000000,470245354.91929990
2026-09-21,327526925.40000000,461860718.23972330
2026-09-22,352267724.80000000,541153678.83776000
2026-09-23,355929798.10000000,559506277.12381600
2026-09-24,326683933.40000000,490068480.08387935
