date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,2049443.40000000,4739163.68030543
2026-08-26,1931918.70000000,4184614.78444052
2026-08-27,1906075.70000000,4233489.43348500
2026-08-28,1962938.60000000,4292946.71820000
2026-08-29,1910433.40000000,3996435.64856433
2026-08-30,1912857.10000000,4021877.69560500
2026-08-31,1961192.80000000,4007398.58140535
2026-09-01,1939258.60000000,4007603.94870900
2026-09-02,2281319.60000000,5196846.04880000
2026-09-03,2223037.10000000,5071031.06233025
2026-09-04,2066608.10000000,5406246.78960000
2026-09-05,1907158.50000000,5015886.03412826
2026-09-06,2119696.20000000,6252457.30385596
2026-09-07,2031428.40000000,6159525.21375166
2026-09-08,2044375.50000000,6166582.70505750
2026-09-09,1970596.20000000,5620091.11720096
2026-09-10,1943262.20000000,5377913.36957087
2026-09-11,1966074.80000000,5137353.45240000
2026-09-12,2023508.70000000,5287428.23310000
2026-09-13,2017225.40000000,5200511.41209769
2026-09-14,2171788.90000000,5946358.00820000
2026-09-15,2128205.70000000,6005796.48540000
2026-09-16,1882736.00000000,4711797.86519088
2026-09-17,1907326.70000000,4856845.31878050
2026-09-18,1846372.40000000,4896579.60480000
2026-09-19,2067396.90000000,7545650.68007982
2026-09-20,2328402.80000000,10287527.09436586
2026-09-21,2107869.90000000,10110571.17901968
2026-09-22,2013721.70000000,9335613.80120000
2026-09-23,1982689.80000000,8966901.64762883
2026-09-24,1970672.60000000,8477785.89404326
