date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,181911491.40000000,17626070.19780453
2026-08-26,184840373.50000000,17033040.41802500
2026-08-27,196774040.10000000,18255512.82849700
2026-08-28,202224553.30000000,18580391.95720400
2026-08-29,196437937.40000000,17239436.60257023
2026-08-30,202477893.90000000,17747187.40033500
2026-08-31,207042397.50000000,17447626.40081903
2026-09-01,296813862.80000000,32452511.73842787
2026-09-02,325759631.60000000,35950640.74519336
2026-09-03,314018116.50000000,38952213.97182192
2026-09-04,304125917.30000000,42875465.01533023
2026-09-05,307996543.40000000,40599802.51437547
2026-09-06,323708288.20000000,57319026.59157400
2026-09-07,358463771.60000000,67810247.54835126
2026-09-08,382498897.80000000,64780013.33140800
2026-09-09,361502468.70000000,59610983.47334698
2026-09-10,321171143.50000000,48002361.15254453
2026-09-11,316113469.90000000,44193099.32860846
2026-09-12,303469363.50000000,42313640.72620186
2026-09-13,306089784.10000000,42990310.17684500
2026-09-14,287619157.00000000,38242763.49602240
2026-09-15,290980572.40000000,38900255.76671287
2026-09-16,320148995.10000000,48581002.85846960
2026-09-17,307203028.60000000,51640829.10766000
2026-09-18,297729180.80000000,52749807.35593123
2026-09-19,291746179.90000000,64521937.47016462
2026-09-20,278848030.00000000,57448271.14060000
2026-09-21,284029765.50000000,61822009.64825496
2026-09-22,294289549.20000000,66400550.98599600
2026-09-23,299939786.20000000,70527841.32706800
2026-09-24,267556818.50000000,57765048.88971762
