date_utc,sum_open_interest,sum_open_interest_value
2026-08-25,72143221.70000000,3303438.12164300
2026-08-26,75342464.20000000,3413013.62826000
2026-08-27,75529895.40000000,3448942.76202091
2026-08-28,79574653.90000000,3611893.54052100
2026-08-29,86400446.60000000,4018033.76103475
2026-08-30,85321703.50000000,3946699.58907142
2026-08-31,83665104.90000000,3799999.62252093
2026-09-01,88512891.00000000,4147374.18275856
2026-09-02,89848962.30000000,4190605.01860127
2026-09-03,87742842.40000000,4280973.28069600
2026-09-04,89692079.70000000,4469681.91370031
2026-09-05,90072872.90000000,4487266.59524932
2026-09-06,84898592.00000000,4336555.55643008
2026-09-07,84770505.40000000,4499618.42663200
2026-09-08,94718660.40000000,5536874.01234240
2026-09-09,94894390.10000000,5621710.68365058
2026-09-10,95806674.20000000,5940013.80040000
2026-09-11,105308096.90000000,6686011.07218100
2026-09-12,106198508.80000000,7014142.82401274
2026-09-13,112196182.20000000,8127236.75323441
2026-09-14,101038878.90000000,6170444.33442300
2026-09-15,100558412.60000000,6540319.15550400
2026-09-16,100568618.00000000,6606215.74309952
2026-09-17,100823646.40000000,6787783.61839051
2026-09-18,102336284.80000000,6824806.83331200
2026-09-19,104211332.00000000,7113465.52232000
2026-09-20,100227535.50000000,7233666.79449698
2026-09-21,102612488.40000000,7419909.03620400
2026-09-22,108372190.90000000,7681197.64427875
2026-09-23,118358275.90000000,8338340.53715500
2026-09-24,125707757.30000000,8727884.56102871
2026-09-25,125103743.20000000,8829291.75518483
2026-09-26,116595472.50000000,7996778.60037908
