funding_time_utc,funding_rate,mark_price
2021-03-17T08:00:00Z,0.00066260,
2021-03-17T16:00:00Z,0.00010000,
2021-03-18T00:00:00Z,0.00098686,
2021-03-18T08:00:00Z,0.00148732,
2021-03-18T16:00:00Z,0.00176393,
2021-03-19T00:00:00Z,0.00010000,
2021-03-19T08:00:00Z,0.00087075,
2021-03-19T16:00:00Z,0.00092910,
2021-03-20T00:00:00Z,0.00078537,
2021-03-20T08:00:00Z,0.00194452,
2021-03-20T16:00:00Z,0.00234300,
2021-03-21T00:00:00Z,0.00070622,
2021-03-21T08:00:00Z,0.00035337,
2021-03-21T16:00:00Z,0.00047751,
2021-03-22T00:00:00Z,0.00010000,
2021-03-22T08:00:00Z,0.00017344,
2021-03-22T16:00:00Z,0.00073802,
2021-03-23T00:00:00Z,0.00010000,
2021-03-23T08:00:00Z,0.00010000,
2021-03-23T16:00:00Z,0.00010000,
2021-03-24T00:00:00Z,0.00010000,
2021-03-24T08:00:00Z,0.00021892,
2021-03-24T16:00:00Z,0.00042808,
2021-03-25T00:00:00Z,0.00010000,
2021-03-25T08:00:00Z,0.00010000,
2021-03-25T16:00:00Z,0.00010000,
2021-03-26T00:00:00Z,0.00010000,
2021-03-26T08:00:00Z,0.00010000,
2021-03-26T16:00:00Z,0.00010906,
2021-03-27T00:00:00Z,0.00010000,
2021-03-27T08:00:00Z,0.00012683,
2021-03-27T16:00:00Z,0.00013033,
2021-03-28T00:00:00Z,0.00010000,
2021-03-28T08:00:00Z,0.00059818,
2021-03-28T16:00:00Z,0.00038250,
2021-03-29T00:00:00Z,0.00010000,
2021-03-29T08:00:00Z,0.00034099,
2021-03-29T16:00:00Z,0.00168706,
2021-03-30T00:00:00Z,0.00133406,
2021-03-30T08:00:00Z,0.00150242,
2021-03-30T16:00:00Z,0.00208997,
2021-03-31T00:00:00Z,0.00139977,
2021-03-31T08:00:00Z,0.00187114,
2021-03-31T16:00:00Z,0.00120593,
2021-04-01T00:00:00Z,0.00156060,
2021-04-01T08:00:00Z,0.00197392,
2021-04-01T16:00:00Z,0.00287677,
2021-04-02T00:00:00Z,0.00194039,
2021-04-02T08:00:00Z,0.00311757,
2021-04-02T16:00:00Z,0.00276208,
2021-04-03T00:00:00Z,0.00182636,
2021-04-03T08:00:00Z,0.00307174,
2021-04-03T16:00:00Z,0.00319956,
2021-04-04T00:00:00Z,0.00010000,
2021-04-04T08:00:00Z,0.00090949,
2021-04-04T16:00:00Z,0.00112082,
2021-04-05T00:00:00Z,0.00086421,
2021-04-05T08:00:00Z,0.00145132,
2021-04-05T16:00:00Z,0.00241762,
2021-04-06T00:00:00Z,0.00260840,
2021-04-06T08:00:00Z,0.00276495,
2021-04-06T16:00:00Z,0.00203141,
2021-04-07T00:00:00Z,0.00079496,
2021-04-07T08:00:00Z,0.00069723,
2021-04-07T16:00:00Z,0.00017980,
2021-04-08T00:00:00Z,0.00021065,
2021-04-08T08:00:00Z,0.00027671,
2021-04-08T16:00:00Z,0.00035265,
2021-04-09T00:00:00Z,0.00106317,
2021-04-09T08:00:00Z,0.00106853,
2021-04-09T16:00:00Z,0.00093891,
2021-04-10T00:00:00Z,0.00054699,
2021-04-10T08:00:00Z,0.00178253,
2021-04-10T16:00:00Z,0.00190047,
2021-04-11T00:00:00Z,0.00109653,
2021-04-11T08:00:00Z,0.00113523,
2021-04-11T16:00:00Z,0.00232574,
2021-04-12T00:00:00Z,0.00170303,
2021-04-12T08:00:00Z,0.00262227,
2021-04-12T16:00:00Z,0.00142692,
2021-04-13T00:00:00Z,0.00170969,
2021-04-13T08:00:00Z,0.00194633,
2021-04-13T16:00:00Z,0.00237594,
2021-04-14T00:00:00Z,0.00139617,
2021-04-14T08:00:00Z,0.00358220,
2021-04-14T16:00:00Z,0.00072000,
2021-04-15T00:00:00Z,0.00144064,
2021-04-15T08:00:00Z,0.00197460,
2021-04-15T16:00:00Z,0.00313596,
2021-04-16T00:00:00Z,0.00248495,
2021-04-16T08:00:00Z,0.00226637,
2021-04-16T16:00:00Z,0.00221695,
2021-04-17T00:00:00Z,0.00225277,
2021-04-17T08:00:00Z,0.00258968,
2021-04-17T16:00:00Z,0.00188518,
2021-04-18T00:00:00Z,0.00154194,
2021-04-18T08:00:00Z,0.00010000,
2021-04-18T16:00:00Z,0.00010000,
2021-04-19T00:00:00Z,0.00010000,
2021-04-19T08:00:00Z,0.00011300,
2021-04-19T16:00:00Z,0.00010000,
2021-04-20T00:00:00Z,0.00010000,
2021-04-20T08:00:00Z,0.00010000,
2021-04-20T16:00:00Z,0.00010000,
2021-04-21T00:00:00Z,0.00010000,
2021-04-21T08:00:00Z,0.00010000,
2021-04-21T16:00:00Z,0.00010000,
2021-04-22T00:00:00Z,0.00010000,
2021-04-22T08:00:00Z,0.00010000,
2021-04-22T16:00:00Z,0.00010000,
2021-04-23T00:00:00Z,0.00010000,
2021-04-23T08:00:00Z,0.00010000,
2021-04-23T16:00:00Z,0.00010000,
2021-04-24T00:00:00Z,0.00010000,
2021-04-24T08:00:00Z,0.00010000,
2021-04-24T16:00:00Z,0.00010000,
2021-04-25T00:00:00Z,0.00010000,
2021-04-25T08:00:00Z,0.00010000,
2021-04-25T16:00:00Z,0.00010000,
2021-04-26T00:00:00Z,0.00010000,
2021-04-26T08:00:00Z,0.00010000,
