funding_time_utc,funding_rate,mark_price
2021-03-15T08:00:00Z,0.00010000,
2021-03-15T16:00:00Z,0.00011008,
2021-03-16T00:00:00Z,0.00048443,
2021-03-16T08:00:00Z,0.00058025,
2021-03-16T16:00:00Z,0.00046844,
2021-03-17T00:00:00Z,0.00078288,
2021-03-17T08:00:00Z,0.00078016,
2021-03-17T16:00:00Z,0.00123402,
2021-03-18T00:00:00Z,0.00108234,
2021-03-18T08:00:00Z,0.00167323,
2021-03-18T16:00:00Z,0.00221312,
2021-03-19T00:00:00Z,0.00019160,
2021-03-19T08:00:00Z,0.00124040,
2021-03-19T16:00:00Z,0.00108432,
2021-03-20T00:00:00Z,0.00168549,
2021-03-20T08:00:00Z,0.00185454,
2021-03-20T16:00:00Z,0.00286369,
2021-03-21T00:00:00Z,0.00099456,
2021-03-21T08:00:00Z,0.00057819,
2021-03-21T16:00:00Z,0.00055426,
2021-03-22T00:00:00Z,0.00052683,
2021-03-22T08:00:00Z,0.00071850,
2021-03-22T16:00:00Z,0.00093795,
2021-03-23T00:00:00Z,0.00027278,
2021-03-23T08:00:00Z,0.00010000,
2021-03-23T16:00:00Z,0.00010000,
2021-03-24T00:00:00Z,0.00010000,
2021-03-24T08:00:00Z,0.00060551,
2021-03-24T16:00:00Z,0.00057530,
2021-03-25T00:00:00Z,0.00010000,
2021-03-25T08:00:00Z,0.00010000,
2021-03-25T16:00:00Z,0.00010000,
2021-03-26T00:00:00Z,0.00010000,
2021-03-26T08:00:00Z,0.00010000,
2021-03-26T16:00:00Z,0.00036554,
2021-03-27T00:00:00Z,0.00010000,
2021-03-27T08:00:00Z,0.00023991,
2021-03-27T16:00:00Z,0.00010000,
2021-03-28T00:00:00Z,0.00083887,
2021-03-28T08:00:00Z,0.00051598,
2021-03-28T16:00:00Z,0.00121781,
2021-03-29T00:00:00Z,0.00097081,
2021-03-29T08:00:00Z,0.00106269,
2021-03-29T16:00:00Z,0.00121208,
2021-03-30T00:00:00Z,0.00108215,
2021-03-30T08:00:00Z,0.00200638,
2021-03-30T16:00:00Z,0.00170140,
2021-03-31T00:00:00Z,0.00152602,
2021-03-31T08:00:00Z,0.00137185,
2021-03-31T16:00:00Z,0.00073073,
2021-04-01T00:00:00Z,0.00117390,
2021-04-01T08:00:00Z,0.00192630,
2021-04-01T16:00:00Z,0.00240032,
2021-04-02T00:00:00Z,0.00112394,
2021-04-02T08:00:00Z,0.00311744,
2021-04-02T16:00:00Z,0.00260238,
2021-04-03T00:00:00Z,0.00199127,
2021-04-03T08:00:00Z,0.00272045,
2021-04-03T16:00:00Z,0.00287030,
2021-04-04T00:00:00Z,0.00010000,
2021-04-04T08:00:00Z,0.00010000,
2021-04-04T16:00:00Z,0.00010000,
2021-04-05T00:00:00Z,0.00010000,
2021-04-05T08:00:00Z,0.00090821,
2021-04-05T16:00:00Z,0.00173370,
2021-04-06T00:00:00Z,0.00214257,
2021-04-06T08:00:00Z,0.00252869,
2021-04-06T16:00:00Z,0.00144718,
2021-04-07T00:00:00Z,0.00119391,
2021-04-07T08:00:00Z,0.00087031,
2021-04-07T16:00:00Z,0.00010000,
2021-04-08T00:00:00Z,0.00060704,
2021-04-08T08:00:00Z,0.00114872,
2021-04-08T16:00:00Z,0.00100229,
2021-04-09T00:00:00Z,0.00088478,
2021-04-09T08:00:00Z,0.00140496,
2021-04-09T16:00:00Z,0.00099881,
2021-04-10T00:00:00Z,0.00090503,
2021-04-10T08:00:00Z,0.00180602,
2021-04-10T16:00:00Z,0.00172923,
2021-04-11T00:00:00Z,0.00122428,
2021-04-11T08:00:00Z,0.00125010,
2021-04-11T16:00:00Z,0.00226682,
2021-04-12T00:00:00Z,0.00132909,
2021-04-12T08:00:00Z,0.00232171,
2021-04-12T16:00:00Z,0.00177777,
2021-04-13T00:00:00Z,0.00143209,
2021-04-13T08:00:00Z,0.00172463,
2021-04-13T16:00:00Z,0.00272000,
2021-04-14T00:00:00Z,0.00292790,
2021-04-14T08:00:00Z,0.00384486,
2021-04-14T16:00:00Z,0.00112318,
2021-04-15T00:00:00Z,0.00086952,
2021-04-15T08:00:00Z,0.00163273,
2021-04-15T16:00:00Z,0.00271561,
2021-04-16T00:00:00Z,0.00235957,
2021-04-16T08:00:00Z,0.00165498,
2021-04-16T16:00:00Z,0.00115510,
2021-04-17T00:00:00Z,0.00157907,
2021-04-17T08:00:00Z,0.00223851,
2021-04-17T16:00:00Z,0.00143066,
2021-04-18T00:00:00Z,0.00182245,
2021-04-18T08:00:00Z,-0.00069838,
2021-04-18T16:00:00Z,0.00010000,
2021-04-19T00:00:00Z,0.00010000,
2021-04-19T08:00:00Z,0.00010000,
2021-04-19T16:00:00Z,0.00010000,
2021-04-20T00:00:00Z,0.00010000,
2021-04-20T08:00:00Z,0.00011265,
2021-04-20T16:00:00Z,0.00010000,
2021-04-21T00:00:00Z,0.00023917,
