open_time_utc,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote
2022-02-28,0.13920000,0.17800000,0.12770000,0.13180000,193794894.70000000,27538503.76523000,74021,94464816.40000000,13517409.18536000
2022-03-01,0.13180000,0.14120000,0.12040000,0.12260000,94764826.10000000,12555605.52916000,36233,45135279.70000000,5991741.60007000
2022-03-02,0.12260000,0.12550000,0.11470000,0.11690000,53957580.20000000,6483121.80665000,27120,26092203.20000000,3137786.60554000
2022-03-03,0.11690000,0.12980000,0.11340000,0.11730000,76714953.70000000,9290089.85362000,26458,36051814.80000000,4374762.32262000
2022-03-04,0.11730000,0.12170000,0.10130000,0.10450000,38044338.60000000,4300990.66801000,13435,17433439.60000000,1975032.62037000
2022-03-05,0.10430000,0.10580000,0.10000000,0.10460000,16416157.00000000,1698428.66313000,7074,7629472.60000000,791042.22497000
2022-03-06,0.10460000,0.10800000,0.09980000,0.09990000,21006204.70000000,2187735.48412000,7790,10057283.20000000,1050686.51396000
2022-03-07,0.09980000,0.12180000,0.09690000,0.10060000,89695693.70000000,9803426.10993000,29195,45860830.50000000,5029305.00740000
2022-03-08,0.10030000,0.10470000,0.09940000,0.09990000,26569556.60000000,2696039.58893000,10153,12255900.80000000,1244352.13700000
2022-03-09,0.10030000,0.10830000,0.09950000,0.10480000,26846500.80000000,2820110.04162000,9896,12765784.80000000,1342540.71497000
2022-03-10,0.10490000,0.12500000,0.09850000,0.10790000,97175607.20000000,10768110.50310000,30807,49882172.30000000,5555154.98906000
2022-03-11,0.10790000,0.12300000,0.10680000,0.11200000,110997221.20000000,12753415.05013000,46334,53935675.30000000,6204701.65909000
2022-03-12,0.11190000,0.11290000,0.10680000,0.10860000,30046314.50000000,3297499.78738000,14309,12236760.50000000,1343066.94628000
2022-03-13,0.10860000,0.11120000,0.10470000,0.10550000,15576475.90000000,1691908.42258000,8603,7557827.20000000,820494.06706000
2022-03-14,0.10570000,0.10650000,0.10130000,0.10350000,16334083.10000000,1696655.74997000,8678,6810485.40000000,707313.43828000
2022-03-15,0.10360000,0.10550000,0.09850000,0.10130000,23232560.10000000,2367186.42595000,13488,10243068.20000000,1044502.23761000
2022-03-16,0.10140000,0.10550000,0.09860000,0.10510000,25541109.70000000,2612454.95898000,12972,10746636.30000000,1101362.25190000
2022-03-17,0.10510000,0.11190000,0.10430000,0.10850000,30279078.00000000,3260872.29198000,15972,14046981.70000000,1513904.87401000
2022-03-18,0.10850000,0.11040000,0.10280000,0.10440000,20910762.40000000,2196780.53392000,12846,9040693.80000000,950125.75836000
2022-03-19,0.10440000,0.11500000,0.10420000,0.10940000,27016986.50000000,2934907.23651000,15730,13530975.00000000,1470995.53580000
2022-03-20,0.10930000,0.11050000,0.10340000,0.10490000,23695505.60000000,2527842.91338000,11931,10922111.60000000,1167726.00834000
2022-03-21,0.10510000,0.10600000,0.10270000,0.10310000,17878564.00000000,1860509.85313000,11478,8225808.20000000,856670.38015000
2022-03-22,0.10310000,0.10900000,0.10170000,0.10500000,42700359.00000000,4488702.33316000,42509,18033441.50000000,1898029.86496000
2022-03-23,0.10490000,0.11000000,0.10290000,0.10690000,34330039.60000000,3644963.29195000,17556,15409968.40000000,1638280.25317000
2022-03-24,0.10670000,0.12080000,0.10640000,0.11390000,57532630.00000000,6500859.97545000,32231,28297205.60000000,3199083.02106000
2022-03-25,0.11390000,0.11500000,0.10880000,0.10980000,27791661.40000000,3119354.03974000,16466,12468092.60000000,1400009.17919000
2022-03-26,0.10990000,0.11980000,0.10920000,0.11160000,19054287.10000000,2133968.11001000,12247,9022355.80000000,1011664.54677000
2022-03-27,0.11160000,0.11800000,0.11030000,0.11300000,22388154.60000000,2518755.11930000,13245,10520090.50000000,1183520.76042000
2022-03-28,0.11300000,0.13280000,0.11290000,0.12370000,83772119.20000000,10254636.64721000,43146,41254876.50000000,5050401.36065000
2022-03-29,0.12370000,0.18000000,0.12350000,0.14030000,437420628.70000000,67141743.59451000,266744,214323781.90000000,32963764.78677000
2022-03-30,0.14030000,0.16400000,0.13800000,0.15410000,148213205.70000000,22083893.54904000,93123,71984107.60000000,10729097.76180000
2022-03-31,0.15430000,0.18990000,0.15210000,0.17360000,223293580.30000000,38280904.33476000,166880,110024803.30000000,18864056.30851000
2022-04-01,0.17370000,0.29000000,0.16100000,0.25590000,331735287.90000000,70592806.41538000,283814,164984264.20000000,34992895.35760000
2022-04-02,0.25570000,0.28800000,0.20880000,0.23460000,477123169.40000000,117495167.04485000,484695,231650574.60000000,57132914.57499000
2022-04-03,0.23450000,0.24470000,0.21340000,0.21640000,137315470.70000000,31294400.96688000,115218,63758770.90000000,14515461.05732000
2022-04-04,0.21630000,0.23950000,0.19760000,0.23020000,159174276.30000000,33775057.71919000,145146,73716369.80000000,15659205.51211000
