funding_time_utc,rate
"2020-09-22T16:00:00Z","0.00010000"
"2020-09-23T00:00:00Z","0.00010000"
"2020-09-23T08:00:00Z","-0.00740000"
"2020-09-23T16:00:00Z","-0.00126541"
"2020-09-24T00:00:00Z","-0.00018177"
"2020-09-24T08:00:00Z","-0.00012012"
"2020-09-24T16:00:00Z","-0.00048931"
"2020-09-25T00:00:00Z","-0.00224858"
"2020-09-25T08:00:00Z","-0.00289319"
"2020-09-25T16:00:00Z","-0.00216208"
"2020-09-26T00:00:00Z","-0.00098216"
"2020-09-26T08:00:00Z","-0.00211755"
"2020-09-26T16:00:00Z","-0.00011783"
"2020-09-27T00:00:00Z","0.00010000"
"2020-09-27T08:00:00Z","-0.00041945"
"2020-09-27T16:00:00Z","-0.00050331"
"2020-09-28T00:00:00Z","-0.00065609"
"2020-09-28T08:00:00Z","-0.00013098"
"2020-09-28T16:00:00Z","0.00010000"
"2020-09-29T00:00:00Z","0.00010000"
"2020-09-29T08:00:00Z","-0.00010608"
"2020-09-29T16:00:00Z","0.00010000"
"2020-09-30T00:00:00Z","0.00010000"
"2020-09-30T08:00:00Z","-0.00030181"
"2020-09-30T16:00:00Z","0.00010000"
"2020-10-01T00:00:00Z","-0.00025416"
"2020-10-01T08:00:00Z","0.00010000"
"2020-10-01T16:00:00Z","0.00010000"
"2020-10-02T00:00:00Z","0.00005208"
"2020-10-02T08:00:00Z","0.00007022"
"2020-10-02T16:00:00Z","0.00010000"
"2020-10-03T00:00:00Z","-0.00015428"
"2020-10-03T08:00:00Z","-0.00059442"
"2020-10-03T16:00:00Z","-0.00034546"
"2020-10-04T00:00:00Z","0.00007413"
"2020-10-04T08:00:00Z","-0.00107719"
"2020-10-04T16:00:00Z","-0.00167126"
"2020-10-05T00:00:00Z","-0.00099078"
"2020-10-05T08:00:00Z","-0.00194485"
"2020-10-05T16:00:00Z","-0.00066244"
"2020-10-06T00:00:00Z","-0.00035542"
"2020-10-06T08:00:00Z","-0.00227416"
"2020-10-06T16:00:00Z","-0.00248050"
"2020-10-07T00:00:00Z","-0.00154079"
"2020-10-07T08:00:00Z","-0.00323738"
"2020-10-07T16:00:00Z","-0.00343181"
"2020-10-08T00:00:00Z","-0.00361232"
"2020-10-08T08:00:00Z","-0.00185869"
"2020-10-08T16:00:00Z","-0.00045167"
"2020-10-09T00:00:00Z","-0.00048272"
"2020-10-09T08:00:00Z","-0.00027472"
"2020-10-09T16:00:00Z","-0.00016517"
"2020-10-10T00:00:00Z","-0.00044795"
"2020-10-10T08:00:00Z","0.00010000"
"2020-10-10T16:00:00Z","0.00010000"
"2020-10-11T00:00:00Z","0.00010000"
"2020-10-11T08:00:00Z","0.00008774"
"2020-10-11T16:00:00Z","0.00010000"
"2020-10-12T00:00:00Z","0.00010000"
"2020-10-12T08:00:00Z","0.00010000"
"2020-10-12T16:00:00Z","-0.00011544"
"2020-10-13T00:00:00Z","-0.00006030"
"2020-10-13T08:00:00Z","0.00010000"
"2020-10-13T16:00:00Z","-0.00025068"
"2020-10-14T00:00:00Z","-0.00012499"
"2020-10-14T08:00:00Z","0.00010000"
"2020-10-14T16:00:00Z","0.00010000"
"2020-10-15T00:00:00Z","0.00010000"
"2020-10-15T08:00:00Z","0.00010000"
"2020-10-15T16:00:00Z","0.00010000"
"2020-10-16T00:00:00Z","0.00010000"
"2020-10-16T08:00:00Z","0.00010000"
"2020-10-16T16:00:00Z","-0.00054988"
"2020-10-17T00:00:00Z","-0.00128881"
"2020-10-17T08:00:00Z","-0.00067109"
"2020-10-17T16:00:00Z","-0.00056899"
"2020-10-18T00:00:00Z","0.00010000"
