funding_time_utc,rate
"2020-01-16T08:00:00Z","0.00010000"
"2020-01-16T16:00:00Z","0.00010000"
"2020-01-17T00:00:00Z","0.00010000"
"2020-01-17T08:00:00Z","0.00039602"
"2020-01-17T16:00:00Z","0.00042811"
"2020-01-18T00:00:00Z","0.00482591"
"2020-01-18T08:00:00Z","0.00060635"
"2020-01-18T16:00:00Z","0.00021154"
"2020-01-19T00:00:00Z","0.00047428"
"2020-01-19T08:00:00Z","0.00010000"
"2020-01-19T16:00:00Z","0.00010000"
"2020-01-20T00:00:00Z","0.00010000"
"2020-01-20T08:00:00Z","0.00010000"
"2020-01-20T16:00:00Z","0.00010000"
"2020-01-21T00:00:00Z","0.00010000"
"2020-01-21T08:00:00Z","0.00010000"
"2020-01-21T16:00:00Z","0.00010000"
"2020-01-22T00:00:00Z","0.00010000"
"2020-01-22T08:00:00Z","0.00010000"
"2020-01-22T16:00:00Z","0.00010000"
"2020-01-23T00:00:00Z","0.00010000"
"2020-01-23T08:00:00Z","0.00010000"
"2020-01-23T16:00:00Z","0.00010000"
"2020-01-24T00:00:00Z","0.00010000"
"2020-01-24T08:00:00Z","0.00010000"
"2020-01-24T16:00:00Z","0.00010000"
"2020-01-25T00:00:00Z","0.00010000"
"2020-01-25T08:00:00Z","0.00010000"
"2020-01-25T16:00:00Z","0.00019893"
"2020-01-26T00:00:00Z","0.00010000"
"2020-01-26T08:00:00Z","0.00010000"
"2020-01-26T16:00:00Z","-0.00024741"
"2020-01-27T00:00:00Z","-0.00031510"
"2020-01-27T08:00:00Z","-0.00022022"
"2020-01-27T16:00:00Z","-0.00031241"
"2020-01-28T00:00:00Z","0.00010000"
"2020-01-28T08:00:00Z","0.00010000"
"2020-01-28T16:00:00Z","0.00010000"
"2020-01-29T00:00:00Z","0.00010000"
"2020-01-29T08:00:00Z","0.00006460"
"2020-01-29T16:00:00Z","0.00010000"
"2020-01-30T00:00:00Z","0.00010000"
"2020-01-30T08:00:00Z","0.00010000"
"2020-01-30T16:00:00Z","0.00010000"
"2020-01-31T00:00:00Z","0.00022897"
"2020-01-31T08:00:00Z","0.00020827"
"2020-01-31T16:00:00Z","0.00048118"
"2020-02-01T00:00:00Z","0.00047746"
"2020-02-01T08:00:00Z","0.00010000"
"2020-02-01T16:00:00Z","0.00010000"
"2020-02-02T00:00:00Z","0.00010000"
"2020-02-02T08:00:00Z","0.00013162"
"2020-02-02T16:00:00Z","0.00019412"
"2020-02-03T00:00:00Z","0.00098812"
"2020-02-03T08:00:00Z","0.00076144"
"2020-02-03T16:00:00Z","0.00093712"
"2020-02-04T00:00:00Z","0.00079270"
"2020-02-04T08:00:00Z","0.00087110"
"2020-02-04T16:00:00Z","0.00116544"
"2020-02-05T00:00:00Z","0.00062561"
"2020-02-05T08:00:00Z","0.00072472"
"2020-02-05T16:00:00Z","0.00093187"
"2020-02-06T00:00:00Z","0.00260386"
"2020-02-06T08:00:00Z","0.00161721"
"2020-02-06T16:00:00Z","0.00095361"
"2020-02-07T00:00:00Z","0.00028066"
"2020-02-07T08:00:00Z","0.00010000"
"2020-02-07T16:00:00Z","0.00012638"
"2020-02-08T00:00:00Z","0.00032524"
"2020-02-08T08:00:00Z","0.00012468"
"2020-02-08T16:00:00Z","0.00063193"
"2020-02-09T00:00:00Z","0.00078225"
"2020-02-09T08:00:00Z","0.00139544"
"2020-02-09T16:00:00Z","0.00107473"
"2020-02-10T00:00:00Z","0.00083397"
"2020-02-10T08:00:00Z","0.00073940"
"2020-02-10T16:00:00Z","0.00057045"
"2020-02-11T00:00:00Z","0.00086052"
"2020-02-11T08:00:00Z","0.00046639"
