funding_time_utc,rate
"2020-01-19T16:00:00Z","0.00010000"
"2020-01-20T00:00:00Z","0.00010000"
"2020-01-20T08:00:00Z","0.00010000"
"2020-01-20T16:00:00Z","0.00010000"
"2020-01-21T00:00:00Z","0.00010000"
"2020-01-21T08:00:00Z","0.00010000"
"2020-01-21T16:00:00Z","0.00010000"
"2020-01-22T00:00:00Z","0.00010000"
"2020-01-22T08:00:00Z","0.00010000"
"2020-01-22T16:00:00Z","0.00010000"
"2020-01-23T00:00:00Z","0.00010000"
"2020-01-23T08:00:00Z","0.00010000"
"2020-01-23T16:00:00Z","0.00010000"
"2020-01-24T00:00:00Z","0.00010000"
"2020-01-24T08:00:00Z","0.00010000"
"2020-01-24T16:00:00Z","0.00010000"
"2020-01-25T00:00:00Z","0.00010000"
"2020-01-25T08:00:00Z","0.00010000"
"2020-01-25T16:00:00Z","0.00010000"
"2020-01-26T00:00:00Z","0.00010000"
"2020-01-26T08:00:00Z","0.00010000"
"2020-01-26T16:00:00Z","0.00010000"
"2020-01-27T00:00:00Z","0.00010000"
"2020-01-27T08:00:00Z","0.00010000"
"2020-01-27T16:00:00Z","0.00010000"
"2020-01-28T00:00:00Z","0.00010000"
"2020-01-28T08:00:00Z","0.00010000"
"2020-01-28T16:00:00Z","0.00010000"
"2020-01-29T00:00:00Z","0.00010000"
"2020-01-29T08:00:00Z","0.00010000"
"2020-01-29T16:00:00Z","0.00010000"
"2020-01-30T00:00:00Z","0.00010000"
"2020-01-30T08:00:00Z","0.00010000"
"2020-01-30T16:00:00Z","0.00010000"
"2020-01-31T00:00:00Z","0.00010000"
"2020-01-31T08:00:00Z","0.00010000"
"2020-01-31T16:00:00Z","0.00010000"
"2020-02-01T00:00:00Z","0.00010000"
"2020-02-01T08:00:00Z","0.00010000"
"2020-02-01T16:00:00Z","0.00010000"
"2020-02-02T00:00:00Z","0.00010000"
"2020-02-02T08:00:00Z","0.00144490"
"2020-02-02T16:00:00Z","0.00179835"
"2020-02-03T00:00:00Z","0.00164031"
"2020-02-03T08:00:00Z","0.00071241"
"2020-02-03T16:00:00Z","0.00048046"
"2020-02-04T00:00:00Z","0.00014095"
"2020-02-04T08:00:00Z","0.00031409"
"2020-02-04T16:00:00Z","0.00073434"
"2020-02-05T00:00:00Z","0.00040653"
"2020-02-05T08:00:00Z","0.00010000"
"2020-02-05T16:00:00Z","0.00031833"
"2020-02-06T00:00:00Z","0.00162987"
"2020-02-06T08:00:00Z","0.00396642"
"2020-02-06T16:00:00Z","0.00146499"
"2020-02-07T00:00:00Z","0.00052055"
"2020-02-07T08:00:00Z","0.00156332"
"2020-02-07T16:00:00Z","0.00250463"
"2020-02-08T00:00:00Z","0.00198965"
"2020-02-08T08:00:00Z","0.00175849"
"2020-02-08T16:00:00Z","0.00070553"
"2020-02-09T00:00:00Z","0.00081936"
"2020-02-09T08:00:00Z","0.00161188"
"2020-02-09T16:00:00Z","0.00248280"
"2020-02-10T00:00:00Z","0.00217640"
"2020-02-10T08:00:00Z","0.00162089"
"2020-02-10T16:00:00Z","0.00099124"
"2020-02-11T00:00:00Z","0.00126237"
"2020-02-11T08:00:00Z","0.00096237"
"2020-02-11T16:00:00Z","0.00056017"
"2020-02-12T00:00:00Z","0.00235305"
"2020-02-12T08:00:00Z","0.00284851"
"2020-02-12T16:00:00Z","0.00197620"
"2020-02-13T00:00:00Z","0.00245330"
"2020-02-13T08:00:00Z","0.00249154"
"2020-02-13T16:00:00Z","0.00085375"
"2020-02-14T00:00:00Z","0.00085489"
"2020-02-14T08:00:00Z","0.00041437"
"2020-02-14T16:00:00Z","0.00118214"
"2020-02-15T00:00:00Z","0.00174570"
"2020-02-15T08:00:00Z","0.00050419"
"2020-02-15T16:00:00Z","0.00081641"
"2020-02-16T00:00:00Z","0.00010000"
"2020-02-16T08:00:00Z","0.00010000"
"2020-02-16T16:00:00Z","0.00010000"
"2020-02-17T00:00:00Z","0.00010000"
"2020-02-17T08:00:00Z","0.00010000"
"2020-02-17T16:00:00Z","0.00010000"
"2020-02-18T00:00:00Z","0.00010000"
"2020-02-18T08:00:00Z","0.00010000"
"2020-02-18T16:00:00Z","0.00010000"
"2020-02-19T00:00:00Z","0.00010000"
"2020-02-19T08:00:00Z","0.00010000"
"2020-02-19T16:00:00Z","0.00010000"
"2020-02-20T00:00:00Z","0.00010000"
"2020-02-20T08:00:00Z","0.00010000"
"2020-02-20T16:00:00Z","0.00010000"
"2020-02-21T00:00:00Z","0.00010000"
"2020-02-21T08:00:00Z","0.00010000"
"2020-02-21T16:00:00Z","0.00010000"
"2020-02-22T00:00:00Z","0.00010000"
"2020-02-22T08:00:00Z","0.00010000"
"2020-02-22T16:00:00Z","0.00010000"
"2020-02-23T00:00:00Z","0.00010000"
"2020-02-23T08:00:00Z","0.00010000"
"2020-02-23T16:00:00Z","0.00016250"
"2020-02-24T00:00:00Z","0.00021446"
"2020-02-24T08:00:00Z","0.00010000"
"2020-02-24T16:00:00Z","0.00018817"
"2020-02-25T00:00:00Z","0.00066285"
"2020-02-25T08:00:00Z","0.00010000"
"2020-02-25T16:00:00Z","0.00010000"
"2020-02-26T00:00:00Z","0.00010000"
"2020-02-26T08:00:00Z","0.00010000"
"2020-02-26T16:00:00Z","0.00010000"
"2020-02-27T00:00:00Z","0.00010000"
"2020-02-27T08:00:00Z","0.00010000"
"2020-02-27T16:00:00Z","0.00010000"
"2020-02-28T00:00:00Z","0.00010000"
"2020-02-28T08:00:00Z","0.00010000"
"2020-02-28T16:00:00Z","0.00010000"
"2020-02-29T00:00:00Z","0.00010000"
"2020-02-29T08:00:00Z","0.00010000"
"2020-02-29T16:00:00Z","0.00010000"
"2020-03-01T00:00:00Z","0.00010000"
"2020-03-01T08:00:00Z","0.00010000"
"2020-03-01T16:00:00Z","0.00010000"
"2020-03-02T00:00:00Z","0.00010000"
"2020-03-02T08:00:00Z","0.00010000"
"2020-03-02T16:00:00Z","0.00010000"
"2020-03-03T00:00:00Z","0.00010000"
"2020-03-03T08:00:00Z","0.00010000"
"2020-03-03T16:00:00Z","0.00010000"
"2020-03-04T00:00:00Z","0.00010000"
"2020-03-04T08:00:00Z","0.00010000"
"2020-03-04T16:00:00Z","0.00010000"
"2020-03-05T00:00:00Z","0.00010000"
"2020-03-05T08:00:00Z","0.00015045"
"2020-03-05T16:00:00Z","0.00034416"
"2020-03-06T00:00:00Z","0.00010000"
"2020-03-06T08:00:00Z","0.00010000"
"2020-03-06T16:00:00Z","0.00010000"
"2020-03-07T00:00:00Z","0.00010000"
"2020-03-07T08:00:00Z","0.00010000"
"2020-03-07T16:00:00Z","0.00073258"
"2020-03-08T00:00:00Z","0.00010000"
"2020-03-08T08:00:00Z","0.00010000"
"2020-03-08T16:00:00Z","0.00010000"
"2020-03-09T00:00:00Z","0.00010000"
"2020-03-09T08:00:00Z","0.00010000"
"2020-03-09T16:00:00Z","0.00010000"
"2020-03-10T00:00:00Z","0.00010000"
"2020-03-10T08:00:00Z","0.00010000"
"2020-03-10T16:00:00Z","0.00010000"
