date_utc,long_short_ratio,long_account,short_account
2026-08-25,2.3727,0.7035,0.2965
2026-08-26,2.4282,0.7083,0.2917
2026-08-27,2.2690,0.6941,0.3059
2026-08-28,2.2289,0.6903,0.3097
2026-08-29,2.1959,0.6871,0.3129
2026-08-30,2.1417,0.6817,0.3183
2026-08-31,2.2701,0.6942,0.3058
2026-09-01,2.3546,0.7019,0.2981
2026-09-02,2.4352,0.7089,0.2911
2026-09-03,2.6114,0.7231,0.2769
2026-09-04,2.4282,0.7083,0.2917
2026-09-05,2.3190,0.6987,0.3013
2026-09-06,2.2010,0.6876,0.3124
2026-09-07,1.9985,0.6665,0.3335
2026-09-08,1.7442,0.6356,0.3644
2026-09-09,1.9240,0.6580,0.3420
2026-09-10,2.0075,0.6675,0.3325
2026-09-11,2.1586,0.6834,0.3166
2026-09-12,2.3069,0.6976,0.3024
2026-09-13,2.2031,0.6878,0.3122
2026-09-14,2.1878,0.6863,0.3137
2026-09-15,2.2884,0.6959,0.3041
2026-09-16,1.5432,0.6068,0.3932
2026-09-17,1.1519,0.5353,0.4647
2026-09-18,0.7844,0.4396,0.5604
2026-09-19,0.8965,0.4727,0.5273
2026-09-20,0.9139,0.4775,0.5225
2026-09-21,0.9406,0.4847,0.5153
2026-09-22,1.0851,0.5204,0.4796
2026-09-23,1.0938,0.5224,0.4776
2026-09-24,1.4396,0.5901,0.4099
2026-09-25,1.7747,0.6396,0.3604
