date_utc,long_short_ratio,long_account,short_account
2026-08-25,0.9448,0.4858,0.5142
2026-08-26,1.0008,0.5002,0.4998
2026-08-27,1.0859,0.5206,0.4794
2026-08-28,0.9201,0.4792,0.5208
2026-08-29,1.1877,0.5429,0.4571
2026-08-30,1.1877,0.5429,0.4571
2026-08-31,1.0812,0.5195,0.4805
2026-09-01,0.9948,0.4987,0.5013
2026-09-02,1.2862,0.5626,0.4374
2026-09-03,1.2148,0.5485,0.4515
2026-09-04,0.7816,0.4387,0.5613
2026-09-05,1.0165,0.5041,0.4959
2026-09-06,1.0475,0.5116,0.4884
2026-09-07,1.0602,0.5146,0.4854
2026-09-08,1.1608,0.5372,0.4628
2026-09-09,1.2952,0.5643,0.4357
2026-09-10,1.2707,0.5596,0.4404
2026-09-11,1.6008,0.6155,0.3845
2026-09-12,1.5471,0.6074,0.3926
2026-09-13,1.6539,0.6232,0.3768
2026-09-14,1.6631,0.6245,0.3755
2026-09-15,1.1631,0.5377,0.4623
2026-09-16,1.8177,0.6451,0.3549
2026-09-17,1.5253,0.6040,0.3960
2026-09-18,1.4450,0.5910,0.4090
2026-09-19,0.9015,0.4741,0.5259
2026-09-20,0.9421,0.4851,0.5149
2026-09-21,0.9608,0.4900,0.5100
2026-09-22,0.8925,0.4716,0.5284
2026-09-23,0.9037,0.4747,0.5253
2026-09-24,1.1608,0.5372,0.4628
