date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.2533,0.5562,0.4438
2026-08-26,1.3348,0.5717,0.4283
2026-08-27,1.2036,0.5462,0.4538
2026-08-28,0.8947,0.4722,0.5278
2026-08-29,0.8997,0.4736,0.5264
2026-08-30,0.9670,0.4916,0.5084
2026-08-31,0.9865,0.4966,0.5034
2026-09-01,0.9619,0.4903,0.5097
2026-09-02,1.1645,0.5380,0.4620
2026-09-03,1.2401,0.5536,0.4464
2026-09-04,1.2624,0.5580,0.4420
2026-09-05,1.1906,0.5435,0.4565
2026-09-06,1.0218,0.5054,0.4946
2026-09-07,1.0259,0.5064,0.4936
2026-09-08,1.1487,0.5346,0.4654
2026-09-09,0.9968,0.4992,0.5008
2026-09-10,1.0713,0.5172,0.4828
2026-09-11,1.0978,0.5233,0.4767
2026-09-12,1.0121,0.5030,0.4970
2026-09-13,1.2341,0.5524,0.4476
2026-09-14,1.5214,0.6034,0.3966
2026-09-15,1.4931,0.5989,0.4011
2026-09-16,1.4710,0.5953,0.4047
2026-09-17,1.3154,0.5681,0.4319
2026-09-18,1.4190,0.5866,0.4134
2026-09-19,1.6062,0.6163,0.3837
2026-09-20,1.6337,0.6203,0.3797
2026-09-21,1.6947,0.6289,0.3711
2026-09-22,1.9771,0.6641,0.3359
2026-09-23,1.7670,0.6386,0.3614
2026-09-24,1.5947,0.6146,0.3854
2026-09-25,1.9481,0.6608,0.3392
2026-09-26,2.2701,0.6942,0.3058
