date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.2321,0.5520,0.4480
2026-08-26,1.1734,0.5399,0.4601
2026-08-27,1.4079,0.5847,0.4153
2026-08-28,1.5195,0.6031,0.3969
2026-08-29,1.4907,0.5985,0.4015
2026-08-30,1.1772,0.5407,0.4593
2026-08-31,1.0329,0.5081,0.4919
2026-09-01,0.9639,0.4908,0.5092
2026-09-02,1.1697,0.5391,0.4609
2026-09-03,1.0593,0.5144,0.4856
2026-09-04,1.2857,0.5625,0.4375
2026-09-05,1.0141,0.5035,0.4965
2026-09-06,1.0032,0.5008,0.4992
2026-09-07,1.3674,0.5776,0.4224
2026-09-08,1.4882,0.5981,0.4019
2026-09-09,1.1254,0.5295,0.4705
2026-09-10,1.2497,0.5555,0.4445
2026-09-11,0.9516,0.4876,0.5124
2026-09-12,1.3068,0.5665,0.4335
2026-09-13,1.4826,0.5972,0.4028
2026-09-14,1.1213,0.5286,0.4714
2026-09-15,1.2036,0.5462,0.4538
2026-09-16,0.7513,0.4290,0.5710
2026-09-17,0.6103,0.3790,0.6210
2026-09-18,0.6295,0.3863,0.6137
2026-09-19,1.3041,0.5660,0.4340
2026-09-20,1.7809,0.6404,0.3596
2026-09-21,1.9412,0.6600,0.3400
2026-09-22,1.5747,0.6116,0.3884
2026-09-23,1.3753,0.5790,0.4210
2026-09-24,1.3127,0.5676,0.4324
2026-09-25,1.6546,0.6233,0.3767
2026-09-26,2.1556,0.6831,0.3169
