date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.2548,0.5565,0.4435
2026-08-26,1.3441,0.5734,0.4266
2026-08-27,1.3084,0.5668,0.4332
2026-08-28,1.2978,0.5648,0.4352
2026-08-29,1.2841,0.5622,0.4378
2026-08-30,1.2743,0.5603,0.4397
2026-08-31,1.2931,0.5639,0.4361
2026-09-01,1.2795,0.5613,0.4387
2026-09-02,1.2065,0.5468,0.4532
2026-09-03,1.3036,0.5659,0.4341
2026-09-04,1.5119,0.6019,0.3981
2026-09-05,1.4414,0.5904,0.4096
2026-09-06,1.9464,0.6606,0.3394
2026-09-07,1.6702,0.6255,0.3745
2026-09-08,1.4402,0.5902,0.4098
2026-09-09,1.2952,0.5643,0.4357
2026-09-10,1.2153,0.5486,0.4514
2026-09-11,1.2548,0.5565,0.4435
2026-09-12,1.2630,0.5581,0.4419
2026-09-13,1.1390,0.5325,0.4675
2026-09-14,1.4331,0.5890,0.4110
2026-09-15,1.7056,0.6304,0.3696
2026-09-16,1.4907,0.5985,0.4015
2026-09-17,1.2857,0.5625,0.4375
2026-09-18,1.2578,0.5571,0.4429
2026-09-19,1.7248,0.6330,0.3670
2026-09-20,1.6476,0.6223,0.3777
2026-09-21,2.0120,0.6680,0.3320
2026-09-22,1.2609,0.5577,0.4423
2026-09-23,1.0040,0.5010,0.4990
2026-09-24,1.1570,0.5364,0.4636
2026-09-25,1.0665,0.5161,0.4839
2026-09-26,1.0606,0.5147,0.4853
