date_utc,long_short_ratio,long_account,short_account
2026-08-25,0.9073,0.4757,0.5243
2026-08-26,0.9841,0.4960,0.5040
2026-08-27,1.2635,0.5582,0.4418
2026-08-28,1.1218,0.5287,0.4713
2026-08-29,0.7388,0.4249,0.5751
2026-08-30,1.0028,0.5007,0.4993
2026-08-31,0.7446,0.4268,0.5732
2026-09-01,0.6889,0.4079,0.5921
2026-09-02,0.7340,0.4233,0.5767
2026-09-03,0.6728,0.4022,0.5978
2026-09-04,0.6480,0.3932,0.6068
2026-09-05,0.7194,0.4184,0.5816
2026-09-06,0.7556,0.4304,0.5696
2026-09-07,0.7538,0.4298,0.5702
2026-09-08,0.7702,0.4351,0.5649
2026-09-09,0.7603,0.4319,0.5681
2026-09-10,0.7467,0.4275,0.5725
2026-09-11,0.7690,0.4347,0.5653
2026-09-12,0.8268,0.4526,0.5474
2026-09-13,0.8322,0.4542,0.5458
2026-09-14,0.8730,0.4661,0.5339
2026-09-15,0.7640,0.4331,0.5669
2026-09-16,0.7292,0.4217,0.5783
2026-09-17,0.7397,0.4252,0.5748
2026-09-18,0.7721,0.4357,0.5643
2026-09-19,0.8225,0.4513,0.5487
2026-09-20,1.0251,0.5062,0.4938
2026-09-21,1.0161,0.5040,0.4960
2026-09-22,1.1631,0.5377,0.4623
2026-09-23,1.2671,0.5589,0.4411
2026-09-24,1.3095,0.5670,0.4330
