date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.7724,0.6393,0.3607
2026-08-26,1.7617,0.6379,0.3621
2026-08-27,1.8531,0.6495,0.3505
2026-08-28,2.0030,0.6670,0.3330
2026-08-29,1.9019,0.6554,0.3446
2026-08-30,1.7601,0.6377,0.3623
2026-08-31,1.9490,0.6609,0.3391
2026-09-01,1.7609,0.6378,0.3622
2026-09-02,1.7480,0.6361,0.3639
2026-09-03,1.7218,0.6326,0.3674
2026-09-04,1.9665,0.6629,0.3371
2026-09-05,1.9833,0.6648,0.3352
2026-09-06,2.0960,0.6770,0.3230
2026-09-07,2.1867,0.6862,0.3138
2026-09-08,2.2949,0.6965,0.3035
2026-09-09,2.2552,0.6928,0.3072
2026-09-10,2.1666,0.6842,0.3158
2026-09-11,2.1368,0.6812,0.3188
2026-09-12,2.1309,0.6806,0.3194
2026-09-13,2.2690,0.6941,0.3059
2026-09-14,2.1133,0.6788,0.3212
2026-09-15,2.2227,0.6897,0.3103
2026-09-16,2.2373,0.6911,0.3089
2026-09-17,2.0921,0.6766,0.3234
2026-09-18,1.7278,0.6334,0.3666
2026-09-19,1.9797,0.6644,0.3356
2026-09-20,2.2072,0.6882,0.3118
2026-09-21,2.3761,0.7038,0.2962
2026-09-22,2.4507,0.7102,0.2898
2026-09-23,2.9355,0.7459,0.2541
2026-09-24,2.6550,0.7264,0.2736
2026-09-25,2.9355,0.7459,0.2541
