date_utc,long_short_ratio,long_account,short_account
2026-08-25,2.7300,0.7319,0.2681
2026-08-26,2.5323,0.7169,0.2831
2026-08-27,2.4892,0.7134,0.2866
2026-08-28,2.3546,0.7019,0.2981
2026-08-29,2.0553,0.6727,0.3273
2026-08-30,2.1427,0.6818,0.3182
2026-08-31,2.1546,0.6830,0.3170
2026-09-01,2.0826,0.6756,0.3244
2026-09-02,2.0367,0.6707,0.3293
2026-09-03,2.1516,0.6827,0.3173
2026-09-04,2.3738,0.7036,0.2964
2026-09-05,2.3979,0.7057,0.2943
2026-09-06,2.5804,0.7207,0.2793
2026-09-07,2.7078,0.7303,0.2697
2026-09-08,2.5894,0.7214,0.2786
2026-09-09,2.5088,0.7150,0.2850
2026-09-10,2.4270,0.7082,0.2918
2026-09-11,2.4130,0.7070,0.2930
2026-09-12,2.6140,0.7233,0.2767
2026-09-13,2.5702,0.7199,0.2801
2026-09-14,2.8402,0.7396,0.2604
2026-09-15,2.6284,0.7244,0.2756
2026-09-16,1.9797,0.6644,0.3356
2026-09-17,1.9078,0.6561,0.3439
2026-09-18,1.9744,0.6638,0.3362
2026-09-19,2.3738,0.7036,0.2964
2026-09-20,2.2960,0.6966,0.3034
2026-09-21,2.1908,0.6866,0.3134
2026-09-22,2.2563,0.6929,0.3071
2026-09-23,2.5945,0.7218,0.2782
2026-09-24,2.5386,0.7174,0.2826
