date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.3669,0.5775,0.4225
2026-08-26,1.3441,0.5734,0.4266
2026-08-27,1.3175,0.5685,0.4315
2026-08-28,1.3288,0.5706,0.4294
2026-08-29,1.3507,0.5746,0.4254
2026-08-30,1.3981,0.5830,0.4170
2026-08-31,1.4988,0.5998,0.4002
2026-09-01,1.5044,0.6007,0.3993
2026-09-02,1.4944,0.5991,0.4009
2026-09-03,1.4950,0.5992,0.4008
2026-09-04,1.5674,0.6105,0.3895
2026-09-05,1.6434,0.6217,0.3783
2026-09-06,1.6667,0.6250,0.3750
2026-09-07,1.6364,0.6207,0.3793
2026-09-08,1.7167,0.6319,0.3681
2026-09-09,1.7144,0.6316,0.3684
2026-09-10,1.5687,0.6107,0.3893
2026-09-11,1.4661,0.5945,0.4055
2026-09-12,1.5549,0.6086,0.3914
2026-09-13,1.4820,0.5971,0.4029
2026-09-14,1.5582,0.6091,0.3909
2026-09-15,1.6392,0.6211,0.3789
2026-09-16,1.7086,0.6308,0.3692
2026-09-17,1.6302,0.6198,0.3802
2026-09-18,1.4528,0.5923,0.4077
2026-09-19,1.4313,0.5887,0.4113
2026-09-20,1.3552,0.5754,0.4246
2026-09-21,1.2655,0.5586,0.4414
2026-09-22,1.3089,0.5669,0.4331
2026-09-23,1.3952,0.5825,0.4175
2026-09-24,1.3585,0.5760,0.4240
2026-09-25,1.6028,0.6158,0.3842
