date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.1566,0.5363,0.4637
2026-08-26,1.1608,0.5372,0.4628
2026-08-27,1.0206,0.5051,0.4949
2026-08-28,1.0899,0.5215,0.4785
2026-08-29,1.0790,0.5190,0.4810
2026-08-30,1.1030,0.5245,0.4755
2026-08-31,1.1128,0.5267,0.4733
2026-09-01,0.9493,0.4870,0.5130
2026-09-02,1.3315,0.5711,0.4289
2026-09-03,1.2994,0.5651,0.4349
2026-09-04,1.1968,0.5448,0.4552
2026-09-05,1.5138,0.6022,0.3978
2026-09-06,1.3770,0.5793,0.4207
2026-09-07,1.6330,0.6202,0.3798
2026-09-08,1.4272,0.5880,0.4120
2026-09-09,0.9543,0.4883,0.5117
2026-09-10,0.8195,0.4504,0.5496
2026-09-11,0.8379,0.4559,0.5441
2026-09-12,0.9168,0.4783,0.5217
2026-09-13,0.8643,0.4636,0.5364
2026-09-14,0.7535,0.4297,0.5703
2026-09-15,0.7721,0.4357,0.5643
2026-09-16,0.7050,0.4135,0.5865
2026-09-17,0.6804,0.4049,0.5951
2026-09-18,0.8008,0.4447,0.5553
2026-09-19,1.0416,0.5102,0.4898
2026-09-20,1.1968,0.5448,0.4552
2026-09-21,1.5974,0.6150,0.3850
2026-09-22,1.6767,0.6264,0.3736
2026-09-23,1.2467,0.5549,0.4451
2026-09-24,1.1791,0.5411,0.4589
2026-09-25,1.3321,0.5712,0.4288
