date_utc,long_short_ratio,long_account,short_account
2026-08-25,2.0874,0.6761,0.3239
2026-08-26,2.1546,0.6830,0.3170
2026-08-27,2.2616,0.6934,0.3066
2026-08-28,2.2637,0.6936,0.3064
2026-08-29,1.8777,0.6525,0.3475
2026-08-30,1.7902,0.6416,0.3584
2026-08-31,1.9044,0.6557,0.3443
2026-09-01,1.7233,0.6328,0.3672
2026-09-02,1.7533,0.6368,0.3632
2026-09-03,1.8547,0.6497,0.3503
2026-09-04,1.7270,0.6333,0.3667
2026-09-05,1.5974,0.6150,0.3850
2026-09-06,1.5368,0.6058,0.3942
2026-09-07,1.6192,0.6182,0.3818
2026-09-08,1.6810,0.6270,0.3730
2026-09-09,1.6695,0.6254,0.3746
2026-09-10,1.5773,0.6120,0.3880
2026-09-11,1.4975,0.5996,0.4004
2026-09-12,1.6455,0.6220,0.3780
2026-09-13,1.6406,0.6213,0.3787
2026-09-14,1.9070,0.6560,0.3440
2026-09-15,1.8802,0.6528,0.3472
2026-09-16,1.8121,0.6444,0.3556
2026-09-17,1.8225,0.6457,0.3543
2026-09-18,1.9265,0.6583,0.3417
2026-09-19,2.0883,0.6762,0.3238
2026-09-20,2.0826,0.6756,0.3244
2026-09-21,2.1466,0.6822,0.3178
2026-09-22,2.1417,0.6817,0.3183
2026-09-23,2.1686,0.6844,0.3156
2026-09-24,2.1817,0.6857,0.3143
2026-09-25,2.0003,0.6667,0.3333
