date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.8353,0.6473,0.3527
2026-08-26,1.8043,0.6434,0.3566
2026-08-27,1.8670,0.6512,0.3488
2026-08-28,1.8289,0.6465,0.3535
2026-08-29,1.7307,0.6338,0.3662
2026-08-30,1.7670,0.6386,0.3614
2026-08-31,1.7503,0.6364,0.3636
2026-09-01,1.6323,0.6201,0.3799
2026-09-02,1.6302,0.6198,0.3802
2026-09-03,1.8305,0.6467,0.3533
2026-09-04,1.7925,0.6419,0.3581
2026-09-05,1.8177,0.6451,0.3549
2026-09-06,1.8653,0.6510,0.3490
2026-09-07,1.8466,0.6487,0.3513
2026-09-08,1.9780,0.6642,0.3358
2026-09-09,1.9308,0.6588,0.3412
2026-09-10,1.8201,0.6454,0.3546
2026-09-11,1.5189,0.6030,0.3970
2026-09-12,1.4426,0.5906,0.4094
2026-09-13,1.8011,0.6430,0.3570
2026-09-14,1.8225,0.6457,0.3543
2026-09-15,1.8827,0.6531,0.3469
2026-09-16,1.7964,0.6424,0.3576
2026-09-17,1.7382,0.6348,0.3652
2026-09-18,1.8217,0.6456,0.3544
2026-09-19,1.7956,0.6423,0.3577
2026-09-20,1.8986,0.6550,0.3450
2026-09-21,1.8161,0.6449,0.3551
2026-09-22,1.8727,0.6519,0.3481
2026-09-23,1.8727,0.6519,0.3481
2026-09-24,1.8185,0.6452,0.3548
2026-09-25,1.7541,0.6369,0.3631
