date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.2321,0.5520,0.4480
2026-08-26,1.1097,0.5260,0.4740
2026-08-27,1.0214,0.5053,0.4947
2026-08-28,1.1711,0.5394,0.4606
2026-08-29,0.9320,0.4824,0.5176
2026-08-30,0.8352,0.4551,0.5449
2026-08-31,0.7775,0.4374,0.5626
2026-09-01,1.1617,0.5374,0.4626
2026-09-02,1.3063,0.5664,0.4336
2026-09-03,1.4184,0.5865,0.4135
2026-09-04,1.3889,0.5814,0.4186
2026-09-05,1.0903,0.5216,0.4784
2026-09-06,1.3975,0.5829,0.4171
2026-09-07,1.2148,0.5485,0.4515
2026-09-08,1.0794,0.5191,0.4809
2026-09-09,0.7609,0.4321,0.5679
2026-09-10,0.7934,0.4424,0.5576
2026-09-11,0.8598,0.4623,0.5377
2026-09-12,0.8730,0.4661,0.5339
2026-09-13,0.7355,0.4238,0.5762
2026-09-14,0.9980,0.4995,0.5005
2026-09-15,1.1739,0.5400,0.4600
2026-09-16,0.8730,0.4661,0.5339
2026-09-17,0.6941,0.4097,0.5903
2026-09-18,0.6202,0.3828,0.6172
2026-09-19,0.7062,0.4139,0.5861
2026-09-20,0.7724,0.4358,0.5642
2026-09-21,0.7584,0.4313,0.5687
2026-09-22,0.8103,0.4476,0.5524
2026-09-23,0.8440,0.4577,0.5423
2026-09-24,0.8399,0.4565,0.5435
2026-09-25,0.8238,0.4517,0.5483
2026-09-26,0.8308,0.4538,0.5462
