date_utc,long_short_ratio,long_account,short_account
2026-08-25,2.1486,0.6824,0.3176
2026-08-26,2.0093,0.6677,0.3323
2026-08-27,1.9595,0.6621,0.3379
2026-08-28,1.4408,0.5903,0.4097
2026-08-29,1.8209,0.6455,0.3545
2026-08-30,1.9638,0.6626,0.3374
2026-08-31,1.8893,0.6539,0.3461
2026-09-01,1.8794,0.6527,0.3473
2026-09-02,1.9878,0.6653,0.3347
2026-09-03,2.0211,0.6690,0.3310
2026-09-04,1.9019,0.6554,0.3446
2026-09-05,2.1172,0.6792,0.3208
2026-09-06,2.1104,0.6785,0.3215
2026-09-07,1.9762,0.6640,0.3360
2026-09-08,1.9851,0.6650,0.3350
2026-09-09,2.0731,0.6746,0.3254
2026-09-10,2.1918,0.6867,0.3133
2026-09-11,2.2446,0.6918,0.3082
2026-09-12,2.0713,0.6744,0.3256
2026-09-13,2.3146,0.6983,0.3017
2026-09-14,2.3478,0.7013,0.2987
2026-09-15,1.8678,0.6513,0.3487
2026-09-16,2.3456,0.7011,0.2989
2026-09-17,2.0377,0.6708,0.3292
2026-09-18,1.9343,0.6592,0.3408
2026-09-19,1.4408,0.5903,0.4097
2026-09-20,1.6157,0.6177,0.3823
2026-09-21,1.7871,0.6412,0.3588
2026-09-22,1.6667,0.6250,0.3750
2026-09-23,1.7144,0.6316,0.3684
2026-09-24,1.8539,0.6496,0.3504
2026-09-25,1.7832,0.6407,0.3593
