date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.7034,0.6301,0.3699
2026-08-26,1.8273,0.6463,0.3537
2026-08-27,1.7709,0.6391,0.3609
2026-08-28,1.7980,0.6426,0.3574
2026-08-29,1.7263,0.6332,0.3668
2026-08-30,1.7510,0.6365,0.3635
2026-08-31,1.7701,0.6390,0.3610
2026-09-01,1.8233,0.6458,0.3542
2026-09-02,1.7617,0.6379,0.3621
2026-09-03,1.8571,0.6500,0.3500
2026-09-04,1.9274,0.6584,0.3416
2026-09-05,1.8827,0.6531,0.3469
2026-09-06,1.7586,0.6375,0.3625
2026-09-07,1.8019,0.6431,0.3569
2026-09-08,1.7762,0.6398,0.3602
2026-09-09,1.7027,0.6300,0.3700
2026-09-10,1.7130,0.6314,0.3686
2026-09-11,1.7878,0.6413,0.3587
2026-09-12,1.6731,0.6259,0.3741
2026-09-13,1.7189,0.6322,0.3678
2026-09-14,1.8612,0.6505,0.3495
2026-09-15,1.8703,0.6516,0.3484
2026-09-16,1.7005,0.6297,0.3703
2026-09-17,1.6717,0.6257,0.3743
2026-09-18,1.8193,0.6453,0.3547
2026-09-19,1.7189,0.6322,0.3678
2026-09-20,2.0012,0.6668,0.3332
2026-09-21,1.8321,0.6469,0.3531
2026-09-22,1.6947,0.6289,0.3711
2026-09-23,1.7167,0.6319,0.3681
2026-09-24,1.6853,0.6276,0.3724
2026-09-25,1.5793,0.6123,0.3877
2026-09-26,1.7709,0.6391,0.3609
