date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.7878,0.6413,0.3587
2026-08-26,1.6983,0.6294,0.3706
2026-08-27,1.7801,0.6403,0.3597
2026-08-28,1.9481,0.6608,0.3392
2026-08-29,1.6925,0.6286,0.3714
2026-08-30,1.8161,0.6449,0.3551
2026-08-31,1.9223,0.6578,0.3422
2026-09-01,1.7548,0.6370,0.3630
2026-09-02,1.8011,0.6430,0.3570
2026-09-03,1.6674,0.6251,0.3749
2026-09-04,1.7855,0.6410,0.3590
2026-09-05,1.8877,0.6537,0.3463
2026-09-06,1.7525,0.6367,0.3633
2026-09-07,2.0266,0.6696,0.3304
2026-09-08,1.9718,0.6635,0.3365
2026-09-09,1.9806,0.6645,0.3355
2026-09-10,2.0731,0.6746,0.3254
2026-09-11,1.8498,0.6491,0.3509
2026-09-12,1.8345,0.6472,0.3528
2026-09-13,1.9087,0.6562,0.3438
2026-09-14,1.9420,0.6601,0.3399
2026-09-15,1.8662,0.6511,0.3489
2026-09-16,1.7647,0.6383,0.3617
2026-09-17,1.5278,0.6044,0.3956
2026-09-18,1.5458,0.6072,0.3928
2026-09-19,1.7801,0.6403,0.3597
2026-09-20,1.8058,0.6436,0.3564
2026-09-21,1.7541,0.6369,0.3631
2026-09-22,1.8249,0.6460,0.3540
2026-09-23,1.9464,0.6606,0.3394
2026-09-24,1.8425,0.6482,0.3518
