date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.5543,0.6085,0.3915
2026-08-26,1.3132,0.5677,0.4323
2026-08-27,1.2080,0.5471,0.4529
2026-08-28,1.2099,0.5475,0.4525
2026-08-29,1.2931,0.5639,0.4361
2026-08-30,1.3502,0.5745,0.4255
2026-08-31,1.3137,0.5678,0.4322
2026-09-01,1.0202,0.5050,0.4950
2026-09-02,0.9794,0.4948,0.5052
2026-09-03,1.0292,0.5072,0.4928
2026-09-04,1.0442,0.5108,0.4892
2026-09-05,1.0371,0.5091,0.4909
2026-09-06,1.0947,0.5226,0.4774
2026-09-07,1.1133,0.5268,0.4732
2026-09-08,1.0842,0.5202,0.4798
2026-09-09,1.2080,0.5471,0.4529
2026-09-10,1.2889,0.5631,0.4369
2026-09-11,1.5687,0.6107,0.3893
2026-09-12,1.4994,0.5999,0.4001
2026-09-13,1.6212,0.6185,0.3815
2026-09-14,1.6219,0.6186,0.3814
2026-09-15,1.5478,0.6075,0.3925
2026-09-16,1.2707,0.5596,0.4404
2026-09-17,1.3685,0.5778,0.4222
2026-09-18,1.1106,0.5262,0.4738
2026-09-19,1.1124,0.5266,0.4734
2026-09-20,1.0807,0.5194,0.4806
2026-09-21,1.3137,0.5678,0.4322
2026-09-22,1.4372,0.5897,0.4103
2026-09-23,1.2650,0.5585,0.4415
2026-09-24,1.1128,0.5267,0.4733
