date_utc,long_short_ratio,long_account,short_account
2026-08-25,0.8426,0.4573,0.5427
2026-08-26,0.6717,0.4018,0.5982
2026-08-27,0.6472,0.3929,0.6071
2026-08-28,0.7476,0.4278,0.5722
2026-08-29,0.6926,0.4092,0.5908
2026-08-30,0.7376,0.4245,0.5755
2026-08-31,0.7510,0.4289,0.5711
2026-09-01,0.6861,0.4069,0.5931
2026-09-02,0.7364,0.4241,0.5759
2026-09-03,0.7109,0.4155,0.5845
2026-09-04,0.7765,0.4371,0.5629
2026-09-05,0.7525,0.4294,0.5706
2026-09-06,0.8238,0.4517,0.5483
2026-09-07,0.7519,0.4292,0.5708
2026-09-08,0.7425,0.4261,0.5739
2026-09-09,0.7120,0.4159,0.5841
2026-09-10,0.7702,0.4351,0.5649
2026-09-11,0.7709,0.4353,0.5647
2026-09-12,0.8546,0.4608,0.5392
2026-09-13,0.9455,0.4860,0.5140
2026-09-14,0.9455,0.4860,0.5140
2026-09-15,0.9604,0.4899,0.5101
2026-09-16,1.0951,0.5227,0.4773
2026-09-17,0.9940,0.4985,0.5015
2026-09-18,1.1142,0.5270,0.4730
2026-09-19,1.0916,0.5219,0.4781
2026-09-20,1.2573,0.5570,0.4430
2026-09-21,1.4516,0.5921,0.4079
2026-09-22,1.3386,0.5724,0.4276
2026-09-23,1.3491,0.5743,0.4257
2026-09-24,1.1711,0.5394,0.4606
