date_utc,long_short_ratio,long_account,short_account
2026-08-25,1.5387,0.6061,0.3939
2026-08-26,1.4963,0.5994,0.4006
2026-08-27,1.3474,0.5740,0.4260
2026-08-28,1.3918,0.5819,0.4181
2026-08-29,1.1106,0.5262,0.4738
2026-08-30,0.9889,0.4972,0.5028
2026-08-31,0.8961,0.4726,0.5274
2026-09-01,0.8762,0.4670,0.5330
2026-09-02,0.9312,0.4822,0.5178
2026-09-03,0.8993,0.4735,0.5265
2026-09-04,1.2188,0.5493,0.4507
2026-09-05,1.3463,0.5738,0.4262
2026-09-06,1.5826,0.6128,0.3872
2026-09-07,1.5773,0.6120,0.3880
2026-09-08,1.6667,0.6250,0.3750
2026-09-09,1.2222,0.5500,0.4500
2026-09-10,0.9612,0.4901,0.5099
2026-09-11,0.9335,0.4828,0.5172
2026-09-12,0.8650,0.4638,0.5362
2026-09-13,0.8386,0.4561,0.5439
2026-09-14,0.8839,0.4692,0.5308
2026-09-15,1.0492,0.5120,0.4880
2026-09-16,1.3031,0.5658,0.4342
2026-09-17,0.8258,0.4523,0.5477
2026-09-18,0.8501,0.4595,0.5405
2026-09-19,0.9716,0.4928,0.5072
2026-09-20,1.2366,0.5529,0.4471
2026-09-21,1.9078,0.6561,0.3439
2026-09-22,2.3546,0.7019,0.2981
2026-09-23,2.2755,0.6947,0.3053
2026-09-24,1.7964,0.6424,0.3576
2026-09-25,1.6767,0.6264,0.3736
2026-09-26,1.5893,0.6138,0.3862
